date,segment_id,conflict,fatalities,injuries,event_type,source,troop_movements,exercises,drone_activity,landmine_incidents,checkpoint_closures,article_count,sentiment_score,keyword_border,keyword_temple,trade_value,truck_crossings,migrant_flow,market_closures,displaced_persons,civilian_casualties,aid_deliveries
2024-01-21,BAN_KRUAT,0,0,0,skirmish,ngo,5,0,3,0,0,1,-0.3831066937101833,0,0,100.3291239669469,51,13,0,2,0,2
2024-01-21,KANTHARALAK,0,0,0,none,military_report,2,1,3,0,0,2,-0.5042900601059164,0,0,124.5521532759978,46,10,0,2,0,2
2024-01-21,SAMRAONG,0,0,0,border_incident,ngo,7,1,3,0,0,2,-0.1111254842585542,0,0,102.48707743620128,56,8,0,2,0,3
2024-01-28,PREAH_VIHEAR_TEMPLE,0,0,0,artillery,military_report,6,0,1,0,0,3,-0.1347523536921379,0,0,108.10568886836796,40,9,1,3,0,2
2024-01-28,TA_MUEN_THOM_TEMPLE,0,0,0,artillery,military_report,4,1,1,0,0,5,0.7784290530727492,1,1,78.60652747646375,43,11,0,2,0,0
2024-01-28,TA_KRABEY_TEMPLE,0,0,0,artillery,local_news,6,1,2,0,0,4,-1.0936983612979767,0,0,67.94306395514482,41,6,0,0,0,1
2024-01-28,OSMACH_CHECKPOINT,1,0,1,none,none,6,1,2,0,0,4,2.100950585558628,0,0,99.72208402765992,41,14,0,2,0,2
2024-01-28,CHONG_CHOM_CHECKPOINT,1,0,1,border_incident,none,8,2,1,0,0,2,-0.8933695870729601,0,0,96.35287815506992,48,7,0,2,0,0
2024-01-28,ARANYAPRATHET_POIPET,1,0,2,skirmish,local_news,4,0,0,0,0,0,0.2860559467695071,0,0,86.22530857998215,49,6,0,4,0,3
2024-01-28,PHANOM_DONG_RAK_RIDGE,1,0,0,border_incident,ngo,7,1,1,1,0,3,-0.6175944934157797,0,0,120.59199562896283,44,10,0,4,0,1
2024-01-28,BAN_KRUAT,0,0,0,border_incident,military_report,2,1,1,0,0,2,0.1713804312364954,0,0,88.29898358857045,57,11,0,3,0,0
2024-01-28,KANTHARALAK,0,0,0,none,none,4,2,0,1,0,2,0.1429472991988604,0,0,100.5945870362426,51,8,0,1,0,2
2024-01-28,SAMRAONG,1,0,0,border_incident,military_report,4,0,1,1,0,1,-1.9203220805424632,1,0,112.4449185653124,57,9,0,2,0,2
2024-02-04,PREAH_VIHEAR_TEMPLE,0,0,0,border_incident,none,8,0,3,0,1,2,0.7261070308924263,0,0,106.1038782664612,47,7,0,2,0,1
2024-02-04,TA_MUEN_THOM_TEMPLE,0,1,0,none,ngo,7,2,1,0,0,1,0.6020942596046785,0,0,107.35539057801364,56,8,0,1,0,2
2024-02-04,TA_KRABEY_TEMPLE,0,0,1,border_incident,ngo,4,4,2,0,0,2,-0.1593791098879629,0,0,76.92371787840955,52,9,0,5,0,0
2024-02-04,OSMACH_CHECKPOINT,1,0,1,artillery,military_report,1,0,3,0,0,6,0.8234946401708941,0,0,121.76753666645963,46,10,0,2,0,1
2024-02-04,CHONG_CHOM_CHECKPOINT,0,0,0,border_incident,local_news,3,3,2,0,0,2,-1.4869039331317857,0,1,106.71772215458388,51,11,0,4,0,1
2024-02-04,ARANYAPRATHET_POIPET,0,0,0,artillery,local_news,6,2,4,0,0,0,0.0801916265351272,0,0,107.10437014994052,64,9,0,2,0,2
2024-02-04,PHANOM_DONG_RAK_RIDGE,0,0,0,none,ngo,6,0,0,3,0,1,0.6027137307901973,1,1,104.8416132741925,57,8,0,0,0,0
2024-02-04,BAN_KRUAT,0,0,0,artillery,ngo,9,1,1,1,0,4,1.226319358638024,0,0,79.91817349364122,58,8,1,3,0,0
2024-02-04,KANTHARALAK,0,0,0,artillery,military_report,5,7,1,0,0,7,-0.1935664095828169,0,0,93.0664595173255,40,11,0,9,0,2
2024-02-04,SAMRAONG,0,0,0,border_incident,ngo,3,1,4,0,0,1,-1.210330782797174,0,0,144.7089371315274,41,9,0,1,0,2
2024-02-11,PREAH_VIHEAR_TEMPLE,0,0,0,artillery,ngo,3,0,1,0,0,2,-0.4668702107323945,0,0,104.74558085986622,40,10,0,3,0,2
2024-02-11,TA_MUEN_THOM_TEMPLE,0,0,0,border_incident,ngo,6,1,3,0,0,7,-0.4366312077923179,0,0,99.2047346174768,53,5,1,6,0,0
2024-02-11,TA_KRABEY_TEMPLE,0,0,0,skirmish,none,4,1,2,0,0,3,0.740767915230124,0,0,89.99370627883096,45,7,0,1,1,1
2024-02-11,OSMACH_CHECKPOINT,1,0,0,border_incident,ngo,6,0,1,0,0,6,-0.1462861662059442,0,0,92.51827105552432,50,6,0,1,0,1
2024-02-11,CHONG_CHOM_CHECKPOINT,0,0,0,artillery,ngo,8,0,3,0,0,3,0.385022246828967,0,0,87.30799648726527,35,8,0,4,1,2
2024-02-11,ARANYAPRATHET_POIPET,0,0,0,skirmish,ngo,5,0,2,0,0,4,-0.5362638864418516,1,1,127.50315446389376,55,7,0,3,0,3
2024-02-11,PHANOM_DONG_RAK_RIDGE,0,0,0,skirmish,none,8,0,1,0,0,1,0.4879627119355996,0,0,109.37023520522824,51,8,0,5,1,0
2024-02-11,BAN_KRUAT,0,0,0,none,none,6,2,0,1,0,7,-0.6283172134774472,0,0,70.32494656008515,43,12,0,2,0,3
2024-02-11,KANTHARALAK,0,0,1,artillery,ngo,4,0,3,1,0,7,0.3291109888575,0,0,75.35295001110175,57,11,0,1,0,0
2024-02-11,SAMRAONG,0,0,0,skirmish,military_report,4,1,1,1,0,4,0.1562549167730053,1,0,94.7937476068372,55,5,0,5,1,2
2024-02-18,PREAH_VIHEAR_TEMPLE,0,0,0,none,military_report,3,0,2,2,0,3,-0.5767609886466654,0,0,102.5192617230088,52,10,0,3,0,1
2024-02-18,TA_MUEN_THOM_TEMPLE,1,0,0,artillery,none,4,0,2,0,0,6,-0.9494869750863406,0,0,78.25792433958371,64,1,1,1,0,1
2024-02-18,TA_KRABEY_TEMPLE,0,0,0,skirmish,local_news,3,0,1,0,0,2,0.4668521414351775,0,0,92.05957888310697,52,11,0,6,1,2
2024-02-18,OSMACH_CHECKPOINT,0,0,0,skirmish,none,6,2,1,0,0,4,-0.1425971596567486,0,0,111.167434862847,52,4,0,5,0,2
2024-02-18,CHONG_CHOM_CHECKPOINT,0,0,0,artillery,none,5,2,1,0,0,1,-0.0568151876243527,0,0,92.68410327411712,39,5,0,2,0,1
2024-02-18,ARANYAPRATHET_POIPET,0,0,0,none,none,2,0,1,0,0,1,0.8450399912178964,1,0,115.73543688862335,43,6,0,6,0,1
2024-02-18,PHANOM_DONG_RAK_RIDGE,0,0,0,none,local_news,2,2,2,0,1,3,-0.2437513864595762,0,0,85.43547085384847,48,15,0,1,0,0
2024-02-18,BAN_KRUAT,0,0,1,border_incident,local_news,5,2,0,1,0,7,-1.1036081075616304,1,0,107.96694484138786,42,11,0,3,0,0
2024-02-18,KANTHARALAK,1,0,0,none,ngo,5,2,0,0,0,3,0.2165948559198682,0,0,122.54908770268308,62,14,0,2,2,0
2024-02-18,SAMRAONG,0,0,0,artillery,ngo,3,2,5,1,0,4,1.9610981535868528,0,0,98.49145504637264,60,7,0,6,0,2
2024-02-25,PREAH_VIHEAR_TEMPLE,0,0,0,none,ngo,7,3,4,0,0,5,2.3714485570933026,0,0,83.91928710248456,48,8,0,4,0,2
2024-02-25,TA_MUEN_THOM_TEMPLE,0,0,0,skirmish,military_report,3,2,2,0,0,1,-0.5615861309296244,1,1,80.18215641541762,48,6,0,1,0,2
2024-02-25,TA_KRABEY_TEMPLE,0,0,0,skirmish,military_report,5,0,2,1,0,6,0.082097536874391,0,0,70.5483659049772,55,12,0,6,0,0
2024-02-25,OSMACH_CHECKPOINT,0,0,0,artillery,none,1,0,0,1,0,3,-1.196392617070801,0,0,115.812582143239,55,11,0,0,0,0
2024-02-25,CHONG_CHOM_CHECKPOINT,0,0,0,artillery,military_report,5,0,0,1,0,5,0.0866500760170184,0,0,112.07171301043962,47,7,1,3,1,1
2024-02-25,ARANYAPRATHET_POIPET,1,0,0,border_incident,military_report,4,2,1,1,1,3,-0.6302679620524838,0,0,89.67585556352923,48,5,0,6,0,1
2024-02-25,PHANOM_DONG_RAK_RIDGE,0,0,0,border_incident,military_report,5,1,4,0,1,3,2.0094460041474003,1,0,125.407305753468,39,14,0,1,0,3
2024-02-25,BAN_KRUAT,0,0,0,border_incident,none,8,2,4,0,0,7,0.6003037728809076,1,0,108.48774672361996,41,10,0,2,0,1
2024-02-25,KANTHARALAK,0,0,0,skirmish,ngo,5,3,2,0,0,2,1.235303428460387,1,0,92.67502064449998,51,12,0,5,0,2
2024-02-25,SAMRAONG,1,0,0,border_incident,none,5,0,2,0,1,4,-0.8236471973063973,0,0,122.55261726465596,49,13,0,6,0,0
2024-03-03,PREAH_VIHEAR_TEMPLE,0,0,0,none,local_news,4,1,4,1,0,6,0.8389211122074217,1,0,74.61754383621056,49,11,0,4,0,1
2024-03-03,TA_MUEN_THOM_TEMPLE,0,0,0,border_incident,ngo,3,0,1,1,0,5,0.3394439524026217,0,1,107.57390919594772,51,8,0,1,0,0
2024-03-03,TA_KRABEY_TEMPLE,0,0,0,artillery,military_report,7,1,2,0,0,0,-0.445431409094309,0,1,90.41067355517768,51,15,0,8,0,2
2024-03-03,OSMACH_CHECKPOINT,0,0,0,skirmish,military_report,3,1,1,0,0,5,-1.6137786290218554,1,0,94.22817308351428,48,10,0,4,0,1
2024-03-03,CHONG_CHOM_CHECKPOINT,0,0,0,skirmish,military_report,2,2,2,0,0,4,-0.6608827604187658,0,0,113.692152254134,59,9,0,4,0,3
2024-03-03,ARANYAPRATHET_POIPET,0,0,0,artillery,military_report,3,0,2,0,0,3,-0.0160884008456226,0,0,73.23386214522827,52,14,0,4,0,2
2024-03-03,PHANOM_DONG_RAK_RIDGE,0,0,0,none,local_news,8,0,3,0,0,3,1.0518073371018162,0,0,75.88767470536423,64,9,0,4,0,4
2024-03-03,BAN_KRUAT,1,1,1,border_incident,none,8,1,3,1,0,5,-1.0274645666241498,1,0,112.88679077503268,46,11,0,2,0,0
2024-03-03,KANTHARALAK,0,0,0,border_incident,local_news,5,1,1,0,0,1,0.278830307615327,0,0,107.65479710936692,50,15,0,3,0,1
2024-03-03,SAMRAONG,0,0,0,border_incident,ngo,5,2,1,0,0,4,-0.6373259847829316,1,0,105.79586818504151,44,10,0,1,0,2
2024-03-10,PREAH_VIHEAR_TEMPLE,0,0,0,none,none,5,0,2,0,0,3,-1.04361156300438,0,0,88.31119639509616,47,8,0,5,1,1
2024-03-10,TA_MUEN_THOM_TEMPLE,0,0,0,none,none,4,2,0,0,0,2,-0.0311528385461663,0,0,89.84420588488962,55,11,0,4,0,1
2024-03-10,TA_KRABEY_TEMPLE,0,0,0,artillery,military_report,7,2,3,0,0,3,-0.5380962820907609,0,0,87.60195903194804,59,8,0,1,1,0
2024-03-10,OSMACH_CHECKPOINT,0,0,0,artillery,local_news,8,0,2,0,0,4,0.4450208896604524,0,1,115.84812904301556,54,8,0,4,0,2
2024-03-10,CHONG_CHOM_CHECKPOINT,0,0,0,border_incident,local_news,5,0,2,0,0,2,-0.9028953678333976,1,0,103.78052942426804,60,10,0,3,0,1
2024-03-10,ARANYAPRATHET_POIPET,0,0,0,artillery,military_report,7,0,2,1,0,0,-1.0157833926715991,0,1,107.49209295834022,38,8,0,5,0,1
2024-03-10,PHANOM_DONG_RAK_RIDGE,0,0,0,artillery,military_report,4,1,4,0,0,4,-0.367220638509861,0,0,41.8166723607016,46,8,0,1,0,0
2024-03-10,BAN_KRUAT,0,0,0,artillery,ngo,7,2,3,1,0,4,-1.6230764093300385,0,0,118.35566813611042,29,8,0,2,0,3
2024-03-10,KANTHARALAK,0,0,0,border_incident,none,4,0,1,0,0,4,-0.5668782931698957,1,0,123.1585034231448,55,9,0,3,1,2
2024-03-10,SAMRAONG,0,0,0,artillery,none,6,1,4,1,0,4,0.288056467669526,0,0,92.00804929934266,41,7,0,5,0,0
2024-03-17,PREAH_VIHEAR_TEMPLE,0,0,0,none,ngo,14,1,4,2,0,4,0.946952458362044,0,0,93.31387928885204,60,12,0,3,0,0
2024-03-17,TA_MUEN_THOM_TEMPLE,0,0,0,skirmish,none,7,0,1,0,0,4,-0.1363796256389259,0,1,94.2884632207751,48,9,0,3,0,2
2024-03-17,TA_KRABEY_TEMPLE,0,0,1,border_incident,ngo,3,1,1,1,0,7,0.6071765399966528,1,0,76.42478388235867,52,9,1,3,0,1
2024-03-17,OSMACH_CHECKPOINT,0,0,1,none,local_news,2,0,2,0,0,2,0.8172217789323573,0,0,87.37976108497824,64,9,0,3,1,0
2024-03-17,CHONG_CHOM_CHECKPOINT,0,0,0,artillery,local_news,2,0,0,0,1,2,1.014484148667294,1,0,46.79365504668103,50,10,0,0,0,1
2024-03-17,ARANYAPRATHET_POIPET,0,0,0,skirmish,military_report,8,1,2,0,0,4,0.5439695604986536,1,0,138.55832065765392,58,5,0,2,1,2
2024-03-17,PHANOM_DONG_RAK_RIDGE,1,0,0,border_incident,ngo,4,0,1,0,0,3,0.2248535515933826,0,0,106.54706327390517,56,4,0,4,0,1
2024-03-17,BAN_KRUAT,0,0,0,skirmish,military_report,5,1,2,1,0,2,-2.543074822057053,0,0,48.24990612121652,53,16,1,3,0,1
2024-03-17,KANTHARALAK,0,0,1,border_incident,military_report,9,0,1,0,0,1,0.589503684872856,0,0,73.00784609542802,61,4,0,2,0,0
2024-03-17,SAMRAONG,0,0,0,artillery,local_news,2,1,1,0,0,2,0.8743387666495607,0,0,130.6628740544659,50,6,0,1,0,2
2024-03-24,PREAH_VIHEAR_TEMPLE,0,0,0,border_incident,none,0,0,1,1,0,3,0.6067554309064326,1,0,92.68503414641576,47,14,0,3,0,0
2024-03-24,TA_MUEN_THOM_TEMPLE,0,0,0,skirmish,ngo,2,2,3,1,0,1,-0.4870180904806571,0,0,71.2864538064694,58,15,0,6,1,2
2024-03-24,TA_KRABEY_TEMPLE,0,0,0,border_incident,ngo,3,0,5,0,0,3,-1.4836068420005375,0,1,73.43758235943025,61,5,0,3,0,0
2024-03-24,OSMACH_CHECKPOINT,0,0,0,artillery,none,5,1,3,0,0,3,0.3131933939478103,1,0,114.793052627306,53,4,0,4,0,0
2024-03-24,CHONG_CHOM_CHECKPOINT,0,1,1,skirmish,none,4,2,3,0,0,4,-0.5563542137591563,0,0,80.45920103427645,49,11,1,2,0,2
2024-03-24,ARANYAPRATHET_POIPET,0,0,0,artillery,none,6,0,5,0,0,3,2.380723817462695,0,1,97.58547897333612,52,13,0,2,1,0
2024-03-24,PHANOM_DONG_RAK_RIDGE,0,0,0,none,ngo,1,0,2,0,0,3,-1.3819780784171851,0,0,55.293042344855714,52,7,0,3,0,0
2024-03-24,BAN_KRUAT,0,0,0,none,ngo,8,1,1,0,0,3,0.3214073151680444,0,0,84.0582678675424,53,8,0,3,0,0
2024-03-24,KANTHARALAK,0,0,0,skirmish,ngo,5,1,1,0,0,2,0.1994711900488253,0,0,105.5348544105741,50,10,0,7,0,2
2024-03-24,SAMRAONG,0,0,0,skirmish,military_report,9,0,3,0,0,2,1.177123091090479,0,0,63.564533295256695,56,9,0,2,0,3
2024-03-31,PREAH_VIHEAR_TEMPLE,0,0,1,artillery,military_report,5,2,5,0,0,2,0.9065812606750212,0,0,109.72298806128671,53,11,0,3,0,0
2024-03-31,TA_MUEN_THOM_TEMPLE,1,0,1,none,military_report,7,1,3,0,0,3,0.6219512240120814,0,0,107.55207966433284,52,10,0,0,0,1
2024-03-31,TA_KRABEY_TEMPLE,0,0,0,artillery,ngo,5,3,0,0,0,3,0.8112624374229664,0,0,95.8093133403216,57,13,0,9,0,1
2024-03-31,OSMACH_CHECKPOINT,0,0,1,none,ngo,6,4,2,0,0,5,-0.1286294774315681,0,0,128.31382773741367,59,15,0,2,0,2
2024-03-31,CHONG_CHOM_CHECKPOINT,0,0,0,skirmish,local_news,3,2,3,0,1,7,0.2387730342439316,0,0,61.257502803120616,38,16,0,3,0,1
2024-03-31,ARANYAPRATHET_POIPET,0,0,0,border_incident,military_report,3,0,2,0,0,5,0.0926007893190909,0,0,126.96339326707896,45,11,0,3,0,0
2024-03-31,PHANOM_DONG_RAK_RIDGE,0,0,0,skirmish,ngo,5,1,0,0,0,1,0.1098985190398336,0,0,119.35224454407972,55,9,0,5,0,0
2024-03-31,BAN_KRUAT,1,1,1,border_incident,military_report,4,1,2,0,0,4,2.3542477418068146,0,0,87.25844096441664,43,8,0,4,0,2
2024-03-31,KANTHARALAK,0,1,0,skirmish,military_report,4,1,2,0,0,0,-0.9577551891162076,0,0,85.23691087292406,43,13,0,6,0,3
2024-03-31,SAMRAONG,0,0,0,border_incident,ngo,4,1,1,1,0,4,-0.3986914297781665,0,0,90.46902817825593,48,10,0,2,0,1
2024-04-07,PREAH_VIHEAR_TEMPLE,0,0,0,artillery,military_report,10,1,3,0,0,2,-0.3952947744604929,0,0,115.69244831463756,49,12,1,1,1,1
2024-04-07,TA_MUEN_THOM_TEMPLE,0,0,0,none,ngo,5,0,0,0,0,1,0.9527438167652856,0,1,92.13608807580394,57,8,0,3,0,1
2024-04-07,TA_KRABEY_TEMPLE,1,1,0,border_incident,military_report,4,1,1,0,1,5,0.5897225264229067,0,0,98.78305786514396,63,6,0,4,0,0
2024-04-07,OSMACH_CHECKPOINT,0,0,0,border_incident,military_report,3,0,4,1,0,3,-0.1644567815092228,0,0,106.23207628082356,42,12,0,3,0,1
2024-04-07,CHONG_CHOM_CHECKPOINT,0,0,0,none,none,5,1,0,0,1,5,0.9763481955719489,0,0,85.63492191528306,52,12,0,1,0,1
2024-04-07,ARANYAPRATHET_POIPET,0,0,0,none,ngo,6,1,5,1,0,5,-0.7481609167230032,0,0,114.70328649506446,51,6,0,5,1,1
2024-04-07,PHANOM_DONG_RAK_RIDGE,0,0,1,none,none,2,0,2,0,0,5,1.101392373763451,0,1,94.63516039284586,56,12,0,3,0,1
2024-04-07,BAN_KRUAT,0,0,0,border_incident,local_news,9,0,1,0,0,3,0.3930767930362572,0,1,82.09224869999758,41,10,0,1,0,0
2024-04-07,KANTHARALAK,0,0,0,none,local_news,0,3,4,0,0,1,0.7804935688310055,0,0,104.03823006653128,36,9,0,3,0,3
2024-04-07,SAMRAONG,0,0,0,artillery,ngo,7,1,0,0,0,8,-0.8268595937849832,0,0,80.0863537205179,50,15,0,6,0,0
2024-04-14,PREAH_VIHEAR_TEMPLE,1,0,0,border_incident,local_news,5,1,2,1,0,5,-1.3596212776076662,0,0,108.26773863994724,44,10,1,3,1,0
2024-04-14,TA_MUEN_THOM_TEMPLE,0,0,0,skirmish,local_news,3,0,1,1,0,4,1.314968796409886,1,0,100.71893854600278,41,10,0,3,0,1
2024-04-14,TA_KRABEY_TEMPLE,0,0,0,artillery,ngo,2,2,0,1,0,4,-0.4232361998221191,1,1,100.19371342441748,46,12,1,0,1,0
2024-04-14,OSMACH_CHECKPOINT,0,0,0,border_incident,local_news,4,0,2,0,0,0,-2.0138132009230176,0,0,112.50670113121664,60,7,0,4,0,1
2024-04-14,CHONG_CHOM_CHECKPOINT,0,0,0,artillery,none,4,2,2,0,0,6,-1.62686823614705,0,0,75.11237782214603,43,6,0,4,0,1
2024-04-14,ARANYAPRATHET_POIPET,0,0,0,none,ngo,8,2,2,0,0,1,0.0113466996881224,1,0,106.62248945106332,61,12,0,8,1,2
2024-04-14,PHANOM_DONG_RAK_RIDGE,0,1,1,none,military_report,10,1,3,1,0,2,-1.3602455762910204,0,1,112.46594450746063,61,11,0,1,0,2
2024-04-14,BAN_KRUAT,0,0,0,artillery,local_news,8,0,3,0,0,3,-0.9988930930382204,0,1,65.95419875225394,52,6,0,3,0,1
2024-04-14,KANTHARALAK,0,0,0,skirmish,local_news,3,0,0,0,0,6,0.698056026881012,0,0,109.26938751489422,55,8,0,3,0,0
2024-04-14,SAMRAONG,0,0,0,border_incident,none,7,2,3,0,0,5,1.3536659091599683,0,0,102.324174028368,51,6,0,5,0,2
2024-04-21,PREAH_VIHEAR_TEMPLE,0,0,0,artillery,none,6,0,2,0,0,1,0.4759249691124733,1,0,111.69242384872864,43,16,0,2,0,1
2024-04-21,TA_MUEN_THOM_TEMPLE,1,0,0,border_incident,ngo,6,1,0,0,0,3,-0.3483892234476478,0,0,97.45794550143955,65,6,0,2,0,0
2024-04-21,TA_KRABEY_TEMPLE,0,0,0,artillery,local_news,8,2,0,0,0,3,-1.4270701081788884,1,0,97.31839535966807,55,11,0,4,0,0
2024-04-21,OSMACH_CHECKPOINT,0,0,0,none,ngo,7,3,1,0,0,4,0.1439763727000363,0,0,109.24986102226944,41,12,0,3,0,1
2024-04-21,CHONG_CHOM_CHECKPOINT,1,0,0,border_incident,ngo,4,0,1,0,1,3,1.1427173708506564,1,0,91.88615257176684,56,7,0,3,1,2
2024-04-21,ARANYAPRATHET_POIPET,0,0,0,border_incident,none,5,1,3,0,0,5,-0.4270241630789974,0,0,95.76682736566552,47,6,0,1,0,1
2024-04-21,PHANOM_DONG_RAK_RIDGE,0,0,0,none,none,1,2,2,1,0,1,-1.5310819480906623,1,0,94.94755459064294,53,10,0,5,0,1
2024-04-21,BAN_KRUAT,1,0,0,border_incident,ngo,4,0,4,0,0,4,-1.661785457885606,0,0,100.96650183346868,56,12,0,3,0,1
2024-04-21,KANTHARALAK,1,0,1,skirmish,local_news,4,1,3,2,0,7,-1.7445435205743125,0,0,101.88274755426067,51,7,0,9,0,1
2024-04-21,SAMRAONG,1,0,2,skirmish,ngo,4,0,0,0,0,2,1.231128003589956,1,0,47.95038435113129,44,10,0,4,0,1
2024-04-28,PREAH_VIHEAR_TEMPLE,1,1,0,artillery,local_news,2,1,1,0,0,2,0.2268977054054661,0,1,100.59591940527496,46,8,0,6,0,1
2024-04-28,TA_MUEN_THOM_TEMPLE,0,0,0,border_incident,local_news,2,3,1,1,0,2,-0.0503651253568361,1,0,66.55299370497508,52,8,0,1,0,1
2024-04-28,TA_KRABEY_TEMPLE,0,0,0,border_incident,military_report,7,1,1,0,0,1,0.395737171870679,0,0,105.40794846793042,44,6,1,5,0,0
2024-04-28,OSMACH_CHECKPOINT,0,0,0,border_incident,military_report,2,0,1,0,0,3,0.189848782648016,0,0,102.19755171846415,42,8,0,2,0,2
2024-04-28,CHONG_CHOM_CHECKPOINT,0,0,0,none,local_news,8,0,2,0,0,2,0.0252173068852601,0,1,107.06724791159566,57,8,1,5,0,0
2024-04-28,ARANYAPRATHET_POIPET,0,0,0,artillery,local_news,5,2,5,0,0,6,0.0376080606621703,0,0,106.1333731684732,48,13,0,3,1,3
2024-04-28,PHANOM_DONG_RAK_RIDGE,0,0,0,none,ngo,7,0,1,0,0,2,0.511737656681275,0,0,85.63917361124902,44,10,0,2,0,0
2024-04-28,BAN_KRUAT,0,0,0,none,none,6,1,4,1,1,2,-1.5848032172399191,1,0,81.28303393855506,49,8,0,2,0,2
2024-04-28,KANTHARALAK,0,0,0,skirmish,military_report,8,0,4,2,0,5,-0.9373485763788796,0,0,99.93881479723768,59,13,0,6,1,1
