date,segment_id,conflict,fatalities,injuries,event_type,source,troop_movements,exercises,drone_activity,landmine_incidents,checkpoint_closures,article_count,sentiment_score,keyword_border,keyword_temple,trade_value,truck_crossings,migrant_flow,market_closures,displaced_persons,civilian_casualties,aid_deliveries,conflict_lag1,conflict_lag2,conflict_lag4,sentiment_score_lag1,sentiment_score_lag2,sentiment_score_lag4,troop_movements_lag1,troop_movements_lag2,troop_movements_lag4,trade_value_lag1,trade_value_lag2,trade_value_lag4
2024-02-18,BAN_KRUAT,0,0,1,border_incident,local_news,5,2,0,1,0,7,-1.1036081075616304,1,0,107.96694484138786,42,11,0,3,0,0,0.0,0.0,0.0,-0.6283172134774472,1.226319358638024,-0.3831066937101833,6.0,9.0,5.0,70.32494656008515,79.91817349364122,100.3291239669469
2024-02-18,KANTHARALAK,1,0,0,none,ngo,5,2,0,0,0,3,0.2165948559198682,0,0,122.54908770268308,62,14,0,2,2,0,0.0,0.0,0.0,0.3291109888575,-0.1935664095828169,-0.5042900601059164,4.0,5.0,2.0,75.35295001110175,93.0664595173255,124.5521532759978
2024-02-18,SAMRAONG,0,0,0,artillery,ngo,3,2,5,1,0,4,1.9610981535868528,0,0,98.49145504637264,60,7,0,6,0,2,0.0,0.0,0.0,0.1562549167730053,-1.210330782797174,-0.1111254842585542,4.0,3.0,7.0,94.7937476068372,144.7089371315274,102.48707743620128
2024-02-25,PREAH_VIHEAR_TEMPLE,0,0,0,none,ngo,7,3,4,0,0,5,2.3714485570933026,0,0,83.91928710248456,48,8,0,4,0,2,0.0,0.0,0.0,-0.5767609886466654,-0.4668702107323945,-0.1347523536921379,3.0,3.0,6.0,102.5192617230088,104.74558085986622,108.10568886836796
2024-02-25,TA_MUEN_THOM_TEMPLE,0,0,0,skirmish,military_report,3,2,2,0,0,1,-0.5615861309296244,1,1,80.18215641541762,48,6,0,1,0,2,1.0,0.0,0.0,-0.9494869750863406,-0.4366312077923179,0.7784290530727492,4.0,6.0,4.0,78.25792433958371,99.2047346174768,78.60652747646375
2024-02-25,TA_KRABEY_TEMPLE,0,0,0,skirmish,military_report,5,0,2,1,0,6,0.082097536874391,0,0,70.5483659049772,55,12,0,6,0,0,0.0,0.0,0.0,0.4668521414351775,0.740767915230124,-1.0936983612979767,3.0,4.0,6.0,92.05957888310697,89.99370627883096,67.94306395514482
2024-02-25,OSMACH_CHECKPOINT,0,0,0,artillery,none,1,0,0,1,0,3,-1.196392617070801,0,0,115.812582143239,55,11,0,0,0,0,0.0,1.0,1.0,-0.1425971596567486,-0.1462861662059442,2.100950585558628,6.0,6.0,6.0,111.167434862847,92.51827105552432,99.72208402765992
2024-02-25,CHONG_CHOM_CHECKPOINT,0,0,0,artillery,military_report,5,0,0,1,0,5,0.0866500760170184,0,0,112.07171301043962,47,7,1,3,1,1,0.0,0.0,1.0,-0.0568151876243527,0.385022246828967,-0.8933695870729601,5.0,8.0,8.0,92.68410327411712,87.30799648726527,96.35287815506992
2024-02-25,ARANYAPRATHET_POIPET,1,0,0,border_incident,military_report,4,2,1,1,1,3,-0.6302679620524838,0,0,89.67585556352923,48,5,0,6,0,1,0.0,0.0,1.0,0.8450399912178964,-0.5362638864418516,0.2860559467695071,2.0,5.0,4.0,115.73543688862335,127.50315446389376,86.22530857998215
2024-02-25,PHANOM_DONG_RAK_RIDGE,0,0,0,border_incident,military_report,5,1,4,0,1,3,2.0094460041474003,1,0,125.407305753468,39,14,0,1,0,3,0.0,0.0,1.0,-0.2437513864595762,0.4879627119355996,-0.6175944934157797,2.0,8.0,7.0,85.43547085384847,109.37023520522824,120.59199562896283
2024-02-25,BAN_KRUAT,0,0,0,border_incident,none,8,2,4,0,0,7,0.6003037728809076,1,0,108.48774672361996,41,10,0,2,0,1,0.0,0.0,0.0,-1.1036081075616304,-0.6283172134774472,0.1713804312364954,5.0,6.0,2.0,107.96694484138786,70.32494656008515,88.29898358857045
2024-02-25,KANTHARALAK,0,0,0,skirmish,ngo,5,3,2,0,0,2,1.235303428460387,1,0,92.67502064449998,51,12,0,5,0,2,1.0,0.0,0.0,0.2165948559198682,0.3291109888575,0.1429472991988604,5.0,4.0,4.0,122.54908770268308,75.35295001110175,100.5945870362426
2024-02-25,SAMRAONG,1,0,0,border_incident,none,5,0,2,0,1,4,-0.8236471973063973,0,0,122.55261726465596,49,13,0,6,0,0,0.0,0.0,1.0,1.9610981535868528,0.1562549167730053,-1.9203220805424632,3.0,4.0,4.0,98.49145504637264,94.7937476068372,112.4449185653124
2024-03-03,PREAH_VIHEAR_TEMPLE,0,0,0,none,local_news,4,1,4,1,0,6,0.8389211122074217,1,0,74.61754383621056,49,11,0,4,0,1,0.0,0.0,0.0,2.3714485570933026,-0.5767609886466654,0.7261070308924263,7.0,3.0,8.0,83.91928710248456,102.5192617230088,106.1038782664612
2024-03-03,TA_MUEN_THOM_TEMPLE,0,0,0,border_incident,ngo,3,0,1,1,0,5,0.3394439524026217,0,1,107.57390919594772,51,8,0,1,0,0,0.0,1.0,0.0,-0.5615861309296244,-0.9494869750863406,0.6020942596046785,3.0,4.0,7.0,80.18215641541762,78.25792433958371,107.35539057801364
2024-03-03,TA_KRABEY_TEMPLE,0,0,0,artillery,military_report,7,1,2,0,0,0,-0.445431409094309,0,1,90.41067355517768,51,15,0,8,0,2,0.0,0.0,0.0,0.082097536874391,0.4668521414351775,-0.1593791098879629,5.0,3.0,4.0,70.5483659049772,92.05957888310697,76.92371787840955
2024-03-03,OSMACH_CHECKPOINT,0,0,0,skirmish,military_report,3,1,1,0,0,5,-1.6137786290218554,1,0,94.22817308351428,48,10,0,4,0,1,0.0,0.0,1.0,-1.196392617070801,-0.1425971596567486,0.8234946401708941,1.0,6.0,1.0,115.812582143239,111.167434862847,121.76753666645963
2024-03-03,CHONG_CHOM_CHECKPOINT,0,0,0,skirmish,military_report,2,2,2,0,0,4,-0.6608827604187658,0,0,113.692152254134,59,9,0,4,0,3,0.0,0.0,0.0,0.0866500760170184,-0.0568151876243527,-1.4869039331317857,5.0,5.0,3.0,112.07171301043962,92.68410327411712,106.71772215458388
2024-03-03,ARANYAPRATHET_POIPET,0,0,0,artillery,military_report,3,0,2,0,0,3,-0.0160884008456226,0,0,73.23386214522827,52,14,0,4,0,2,1.0,0.0,0.0,-0.6302679620524838,0.8450399912178964,0.0801916265351272,4.0,2.0,6.0,89.67585556352923,115.73543688862335,107.10437014994052
2024-03-03,PHANOM_DONG_RAK_RIDGE,0,0,0,none,local_news,8,0,3,0,0,3,1.0518073371018162,0,0,75.88767470536423,64,9,0,4,0,4,0.0,0.0,0.0,2.0094460041474003,-0.2437513864595762,0.6027137307901973,5.0,2.0,6.0,125.407305753468,85.43547085384847,104.8416132741925
2024-03-03,BAN_KRUAT,1,1,1,border_incident,none,8,1,3,1,0,5,-1.0274645666241498,1,0,112.88679077503268,46,11,0,2,0,0,0.0,0.0,0.0,0.6003037728809076,-1.1036081075616304,1.226319358638024,8.0,5.0,9.0,108.48774672361996,107.96694484138786,79.91817349364122
2024-03-03,KANTHARALAK,0,0,0,border_incident,local_news,5,1,1,0,0,1,0.278830307615327,0,0,107.65479710936692,50,15,0,3,0,1,0.0,1.0,0.0,1.235303428460387,0.2165948559198682,-0.1935664095828169,5.0,5.0,5.0,92.67502064449998,122.54908770268308,93.0664595173255
2024-03-03,SAMRAONG,0,0,0,border_incident,ngo,5,2,1,0,0,4,-0.6373259847829316,1,0,105.79586818504151,44,10,0,1,0,2,1.0,0.0,0.0,-0.8236471973063973,1.9610981535868528,-1.210330782797174,5.0,3.0,3.0,122.55261726465596,98.49145504637264,144.7089371315274
2024-03-10,PREAH_VIHEAR_TEMPLE,0,0,0,none,none,5,0,2,0,0,3,-1.04361156300438,0,0,88.31119639509616,47,8,0,5,1,1,0.0,0.0,0.0,0.8389211122074217,2.3714485570933026,-0.4668702107323945,4.0,7.0,3.0,74.61754383621056,83.91928710248456,104.74558085986622
2024-03-10,TA_MUEN_THOM_TEMPLE,0,0,0,none,none,4,2,0,0,0,2,-0.0311528385461663,0,0,89.84420588488962,55,11,0,4,0,1,0.0,0.0,0.0,0.3394439524026217,-0.5615861309296244,-0.4366312077923179,3.0,3.0,6.0,107.57390919594772,80.18215641541762,99.2047346174768
2024-03-10,TA_KRABEY_TEMPLE,0,0,0,artillery,military_report,7,2,3,0,0,3,-0.5380962820907609,0,0,87.60195903194804,59,8,0,1,1,0,0.0,0.0,0.0,-0.445431409094309,0.082097536874391,0.740767915230124,7.0,5.0,4.0,90.41067355517768,70.5483659049772,89.99370627883096
2024-03-10,OSMACH_CHECKPOINT,0,0,0,artillery,local_news,8,0,2,0,0,4,0.4450208896604524,0,1,115.84812904301556,54,8,0,4,0,2,0.0,0.0,1.0,-1.6137786290218554,-1.196392617070801,-0.1462861662059442,3.0,1.0,6.0,94.22817308351428,115.812582143239,92.51827105552432
2024-03-10,CHONG_CHOM_CHECKPOINT,0,0,0,border_incident,local_news,5,0,2,0,0,2,-0.9028953678333976,1,0,103.78052942426804,60,10,0,3,0,1,0.0,0.0,0.0,-0.6608827604187658,0.0866500760170184,0.385022246828967,2.0,5.0,8.0,113.692152254134,112.07171301043962,87.30799648726527
2024-03-10,ARANYAPRATHET_POIPET,0,0,0,artillery,military_report,7,0,2,1,0,0,-1.0157833926715991,0,1,107.49209295834022,38,8,0,5,0,1,0.0,1.0,0.0,-0.0160884008456226,-0.6302679620524838,-0.5362638864418516,3.0,4.0,5.0,73.23386214522827,89.67585556352923,127.50315446389376
2024-03-10,PHANOM_DONG_RAK_RIDGE,0,0,0,artillery,military_report,4,1,4,0,0,4,-0.367220638509861,0,0,41.8166723607016,46,8,0,1,0,0,0.0,0.0,0.0,1.0518073371018162,2.0094460041474003,0.4879627119355996,8.0,5.0,8.0,75.88767470536423,125.407305753468,109.37023520522824
2024-03-10,BAN_KRUAT,0,0,0,artillery,ngo,7,2,3,1,0,4,-1.6230764093300385,0,0,118.35566813611042,29,8,0,2,0,3,1.0,0.0,0.0,-1.0274645666241498,0.6003037728809076,-0.6283172134774472,8.0,8.0,6.0,112.88679077503268,108.48774672361996,70.32494656008515
2024-03-10,KANTHARALAK,0,0,0,border_incident,none,4,0,1,0,0,4,-0.5668782931698957,1,0,123.1585034231448,55,9,0,3,1,2,0.0,0.0,0.0,0.278830307615327,1.235303428460387,0.3291109888575,5.0,5.0,4.0,107.65479710936692,92.67502064449998,75.35295001110175
2024-03-10,SAMRAONG,0,0,0,artillery,none,6,1,4,1,0,4,0.288056467669526,0,0,92.00804929934266,41,7,0,5,0,0,0.0,1.0,0.0,-0.6373259847829316,-0.8236471973063973,0.1562549167730053,5.0,5.0,4.0,105.79586818504151,122.55261726465596,94.7937476068372
2024-03-17,PREAH_VIHEAR_TEMPLE,0,0,0,none,ngo,14,1,4,2,0,4,0.946952458362044,0,0,93.31387928885204,60,12,0,3,0,0,0.0,0.0,0.0,-1.04361156300438,0.8389211122074217,-0.5767609886466654,5.0,4.0,3.0,88.31119639509616,74.61754383621056,102.5192617230088
2024-03-17,TA_MUEN_THOM_TEMPLE,0,0,0,skirmish,none,7,0,1,0,0,4,-0.1363796256389259,0,1,94.2884632207751,48,9,0,3,0,2,0.0,0.0,1.0,-0.0311528385461663,0.3394439524026217,-0.9494869750863406,4.0,3.0,4.0,89.84420588488962,107.57390919594772,78.25792433958371
2024-03-17,TA_KRABEY_TEMPLE,0,0,1,border_incident,ngo,3,1,1,1,0,7,0.6071765399966528,1,0,76.42478388235867,52,9,1,3,0,1,0.0,0.0,0.0,-0.5380962820907609,-0.445431409094309,0.4668521414351775,7.0,7.0,3.0,87.60195903194804,90.41067355517768,92.05957888310697
2024-03-17,OSMACH_CHECKPOINT,0,0,1,none,local_news,2,0,2,0,0,2,0.8172217789323573,0,0,87.37976108497824,64,9,0,3,1,0,0.0,0.0,0.0,0.4450208896604524,-1.6137786290218554,-0.1425971596567486,8.0,3.0,6.0,115.84812904301556,94.22817308351428,111.167434862847
2024-03-17,CHONG_CHOM_CHECKPOINT,0,0,0,artillery,local_news,2,0,0,0,1,2,1.014484148667294,1,0,46.79365504668103,50,10,0,0,0,1,0.0,0.0,0.0,-0.9028953678333976,-0.6608827604187658,-0.0568151876243527,5.0,2.0,5.0,103.78052942426804,113.692152254134,92.68410327411712
2024-03-17,ARANYAPRATHET_POIPET,0,0,0,skirmish,military_report,8,1,2,0,0,4,0.5439695604986536,1,0,138.55832065765392,58,5,0,2,1,2,0.0,0.0,0.0,-1.0157833926715991,-0.0160884008456226,0.8450399912178964,7.0,3.0,2.0,107.49209295834022,73.23386214522827,115.73543688862335
2024-03-17,PHANOM_DONG_RAK_RIDGE,1,0,0,border_incident,ngo,4,0,1,0,0,3,0.2248535515933826,0,0,106.54706327390517,56,4,0,4,0,1,0.0,0.0,0.0,-0.367220638509861,1.0518073371018162,-0.2437513864595762,4.0,8.0,2.0,41.8166723607016,75.88767470536423,85.43547085384847
2024-03-17,BAN_KRUAT,0,0,0,skirmish,military_report,5,1,2,1,0,2,-2.543074822057053,0,0,48.24990612121652,53,16,1,3,0,1,0.0,1.0,0.0,-1.6230764093300385,-1.0274645666241498,-1.1036081075616304,7.0,8.0,5.0,118.35566813611042,112.88679077503268,107.96694484138786
2024-03-17,KANTHARALAK,0,0,1,border_incident,military_report,9,0,1,0,0,1,0.589503684872856,0,0,73.00784609542802,61,4,0,2,0,0,0.0,0.0,1.0,-0.5668782931698957,0.278830307615327,0.2165948559198682,4.0,5.0,5.0,123.1585034231448,107.65479710936692,122.54908770268308
2024-03-17,SAMRAONG,0,0,0,artillery,local_news,2,1,1,0,0,2,0.8743387666495607,0,0,130.6628740544659,50,6,0,1,0,2,0.0,0.0,0.0,0.288056467669526,-0.6373259847829316,1.9610981535868528,6.0,5.0,3.0,92.00804929934266,105.79586818504151,98.49145504637264
2024-03-24,PREAH_VIHEAR_TEMPLE,0,0,0,border_incident,none,0,0,1,1,0,3,0.6067554309064326,1,0,92.68503414641576,47,14,0,3,0,0,0.0,0.0,0.0,0.946952458362044,-1.04361156300438,2.3714485570933026,14.0,5.0,7.0,93.31387928885204,88.31119639509616,83.91928710248456
2024-03-24,TA_MUEN_THOM_TEMPLE,0,0,0,skirmish,ngo,2,2,3,1,0,1,-0.4870180904806571,0,0,71.2864538064694,58,15,0,6,1,2,0.0,0.0,0.0,-0.1363796256389259,-0.0311528385461663,-0.5615861309296244,7.0,4.0,3.0,94.2884632207751,89.84420588488962,80.18215641541762
2024-03-24,TA_KRABEY_TEMPLE,0,0,0,border_incident,ngo,3,0,5,0,0,3,-1.4836068420005375,0,1,73.43758235943025,61,5,0,3,0,0,0.0,0.0,0.0,0.6071765399966528,-0.5380962820907609,0.082097536874391,3.0,7.0,5.0,76.42478388235867,87.60195903194804,70.5483659049772
2024-03-24,OSMACH_CHECKPOINT,0,0,0,artillery,none,5,1,3,0,0,3,0.3131933939478103,1,0,114.793052627306,53,4,0,4,0,0,0.0,0.0,0.0,0.8172217789323573,0.4450208896604524,-1.196392617070801,2.0,8.0,1.0,87.37976108497824,115.84812904301556,115.812582143239
2024-03-24,CHONG_CHOM_CHECKPOINT,0,1,1,skirmish,none,4,2,3,0,0,4,-0.5563542137591563,0,0,80.45920103427645,49,11,1,2,0,2,0.0,0.0,0.0,1.014484148667294,-0.9028953678333976,0.0866500760170184,2.0,5.0,5.0,46.79365504668103,103.78052942426804,112.07171301043962
2024-03-24,ARANYAPRATHET_POIPET,0,0,0,artillery,none,6,0,5,0,0,3,2.380723817462695,0,1,97.58547897333612,52,13,0,2,1,0,0.0,0.0,1.0,0.5439695604986536,-1.0157833926715991,-0.6302679620524838,8.0,7.0,4.0,138.55832065765392,107.49209295834022,89.67585556352923
2024-03-24,PHANOM_DONG_RAK_RIDGE,0,0,0,none,ngo,1,0,2,0,0,3,-1.3819780784171851,0,0,55.293042344855714,52,7,0,3,0,0,1.0,0.0,0.0,0.2248535515933826,-0.367220638509861,2.0094460041474003,4.0,4.0,5.0,106.54706327390517,41.8166723607016,125.407305753468
2024-03-24,BAN_KRUAT,0,0,0,none,ngo,8,1,1,0,0,3,0.3214073151680444,0,0,84.0582678675424,53,8,0,3,0,0,0.0,0.0,0.0,-2.543074822057053,-1.6230764093300385,0.6003037728809076,5.0,7.0,8.0,48.24990612121652,118.35566813611042,108.48774672361996
2024-03-24,KANTHARALAK,0,0,0,skirmish,ngo,5,1,1,0,0,2,0.1994711900488253,0,0,105.5348544105741,50,10,0,7,0,2,0.0,0.0,0.0,0.589503684872856,-0.5668782931698957,1.235303428460387,9.0,4.0,5.0,73.00784609542802,123.1585034231448,92.67502064449998
2024-03-24,SAMRAONG,0,0,0,skirmish,military_report,9,0,3,0,0,2,1.177123091090479,0,0,63.564533295256695,56,9,0,2,0,3,0.0,0.0,1.0,0.8743387666495607,0.288056467669526,-0.8236471973063973,2.0,6.0,5.0,130.6628740544659,92.00804929934266,122.55261726465596
2024-03-31,PREAH_VIHEAR_TEMPLE,0,0,1,artillery,military_report,5,2,5,0,0,2,0.9065812606750212,0,0,109.72298806128671,53,11,0,3,0,0,0.0,0.0,0.0,0.6067554309064326,0.946952458362044,0.8389211122074217,0.0,14.0,4.0,92.68503414641576,93.31387928885204,74.61754383621056
2024-03-31,TA_MUEN_THOM_TEMPLE,1,0,1,none,military_report,7,1,3,0,0,3,0.6219512240120814,0,0,107.55207966433284,52,10,0,0,0,1,0.0,0.0,0.0,-0.4870180904806571,-0.1363796256389259,0.3394439524026217,2.0,7.0,3.0,71.2864538064694,94.2884632207751,107.57390919594772
2024-03-31,TA_KRABEY_TEMPLE,0,0,0,artillery,ngo,5,3,0,0,0,3,0.8112624374229664,0,0,95.8093133403216,57,13,0,9,0,1,0.0,0.0,0.0,-1.4836068420005375,0.6071765399966528,-0.445431409094309,3.0,3.0,7.0,73.43758235943025,76.42478388235867,90.41067355517768
2024-03-31,OSMACH_CHECKPOINT,0,0,1,none,ngo,6,4,2,0,0,5,-0.1286294774315681,0,0,128.31382773741367,59,15,0,2,0,2,0.0,0.0,0.0,0.3131933939478103,0.8172217789323573,-1.6137786290218554,5.0,2.0,3.0,114.793052627306,87.37976108497824,94.22817308351428
2024-03-31,CHONG_CHOM_CHECKPOINT,0,0,0,skirmish,local_news,3,2,3,0,1,7,0.2387730342439316,0,0,61.257502803120616,38,16,0,3,0,1,0.0,0.0,0.0,-0.5563542137591563,1.014484148667294,-0.6608827604187658,4.0,2.0,2.0,80.45920103427645,46.79365504668103,113.692152254134
2024-03-31,ARANYAPRATHET_POIPET,0,0,0,border_incident,military_report,3,0,2,0,0,5,0.0926007893190909,0,0,126.96339326707896,45,11,0,3,0,0,0.0,0.0,0.0,2.380723817462695,0.5439695604986536,-0.0160884008456226,6.0,8.0,3.0,97.58547897333612,138.55832065765392,73.23386214522827
