date,segment_id,displaced_persons,civilian_casualties,aid_deliveries
2024-01-28,CHONG_CHOM_CHECKPOINT,2,0,0
2024-01-28,ARANYAPRATHET_POIPET,4,0,3
2024-01-28,PHANOM_DONG_RAK_RIDGE,4,0,1
2024-01-28,BAN_KRUAT,3,0,0
2024-01-28,KANTHARALAK,1,0,2
2024-01-28,SAMRAONG,2,0,2
2024-02-04,PREAH_VIHEAR_TEMPLE,2,0,1
2024-02-04,TA_MUEN_THOM_TEMPLE,1,0,2
2024-02-04,TA_KRABEY_TEMPLE,5,0,0
2024-02-04,OSMACH_CHECKPOINT,2,0,1
2024-02-04,CHONG_CHOM_CHECKPOINT,4,0,1
2024-02-04,ARANYAPRATHET_POIPET,2,0,2
2024-02-04,PHANOM_DONG_RAK_RIDGE,0,0,0
2024-02-04,BAN_KRUAT,3,0,0
2024-02-04,KANTHARALAK,9,0,2
2024-02-04,SAMRAONG,1,0,2
2024-02-11,PREAH_VIHEAR_TEMPLE,3,0,2
2024-02-11,TA_MUEN_THOM_TEMPLE,6,0,0
2024-02-11,TA_KRABEY_TEMPLE,1,1,1
2024-02-11,OSMACH_CHECKPOINT,1,0,1
2024-02-11,CHONG_CHOM_CHECKPOINT,4,1,2
2024-02-11,ARANYAPRATHET_POIPET,3,0,3
2024-02-11,PHANOM_DONG_RAK_RIDGE,5,1,0
2024-02-11,BAN_KRUAT,2,0,3
2024-02-11,KANTHARALAK,1,0,0
2024-02-11,SAMRAONG,5,1,2
2024-02-18,PREAH_VIHEAR_TEMPLE,3,0,1
2024-02-18,TA_MUEN_THOM_TEMPLE,1,0,1
2024-02-18,TA_KRABEY_TEMPLE,6,1,2
2024-02-18,OSMACH_CHECKPOINT,5,0,2
2024-02-18,CHONG_CHOM_CHECKPOINT,2,0,1
2024-02-18,ARANYAPRATHET_POIPET,6,0,1
2024-02-18,PHANOM_DONG_RAK_RIDGE,1,0,0
2024-02-18,BAN_KRUAT,3,0,0
2024-02-18,KANTHARALAK,2,2,0
2024-02-18,SAMRAONG,6,0,2
2024-02-25,PREAH_VIHEAR_TEMPLE,4,0,2
2024-02-25,TA_MUEN_THOM_TEMPLE,1,0,2
2024-02-25,TA_KRABEY_TEMPLE,6,0,0
2024-02-25,OSMACH_CHECKPOINT,0,0,0
2024-02-25,CHONG_CHOM_CHECKPOINT,3,1,1
2024-02-25,ARANYAPRATHET_POIPET,6,0,1
2024-02-25,PHANOM_DONG_RAK_RIDGE,1,0,3
2024-02-25,BAN_KRUAT,2,0,1
2024-02-25,KANTHARALAK,5,0,2
2024-02-25,SAMRAONG,6,0,0
2024-03-03,PREAH_VIHEAR_TEMPLE,4,0,1
2024-03-03,TA_MUEN_THOM_TEMPLE,1,0,0
2024-03-03,TA_KRABEY_TEMPLE,8,0,2
2024-03-03,OSMACH_CHECKPOINT,4,0,1
2024-03-03,CHONG_CHOM_CHECKPOINT,4,0,3
2024-03-03,ARANYAPRATHET_POIPET,4,0,2
2024-03-03,PHANOM_DONG_RAK_RIDGE,4,0,4
2024-03-03,BAN_KRUAT,2,0,0
2024-03-03,KANTHARALAK,3,0,1
2024-03-03,SAMRAONG,1,0,2
2024-03-10,PREAH_VIHEAR_TEMPLE,5,1,1
2024-03-10,TA_MUEN_THOM_TEMPLE,4,0,1
2024-03-10,TA_KRABEY_TEMPLE,1,1,0
2024-03-10,OSMACH_CHECKPOINT,4,0,2
2024-03-10,CHONG_CHOM_CHECKPOINT,3,0,1
2024-03-10,ARANYAPRATHET_POIPET,5,0,1
2024-03-10,PHANOM_DONG_RAK_RIDGE,1,0,0
2024-03-10,BAN_KRUAT,2,0,3
2024-03-10,KANTHARALAK,3,1,2
2024-03-10,SAMRAONG,5,0,0
2024-03-17,PREAH_VIHEAR_TEMPLE,3,0,0
2024-03-17,TA_MUEN_THOM_TEMPLE,3,0,2
2024-03-17,TA_KRABEY_TEMPLE,3,0,1
2024-03-17,OSMACH_CHECKPOINT,3,1,0
2024-03-17,CHONG_CHOM_CHECKPOINT,0,0,1
2024-03-17,ARANYAPRATHET_POIPET,2,1,2
2024-03-17,PHANOM_DONG_RAK_RIDGE,4,0,1
2024-03-17,BAN_KRUAT,3,0,1
2024-03-17,KANTHARALAK,2,0,0
2024-03-17,SAMRAONG,1,0,2
2024-03-24,PREAH_VIHEAR_TEMPLE,3,0,0
2024-03-24,TA_MUEN_THOM_TEMPLE,6,1,2
2024-03-24,TA_KRABEY_TEMPLE,3,0,0
2024-03-24,OSMACH_CHECKPOINT,4,0,0
2024-03-24,CHONG_CHOM_CHECKPOINT,2,0,2
2024-03-24,ARANYAPRATHET_POIPET,2,1,0
2024-03-24,PHANOM_DONG_RAK_RIDGE,3,0,0
2024-03-24,BAN_KRUAT,3,0,0
2024-03-24,KANTHARALAK,7,0,2
2024-03-24,SAMRAONG,2,0,3
2024-03-31,PREAH_VIHEAR_TEMPLE,3,0,0
2024-03-31,TA_MUEN_THOM_TEMPLE,0,0,1
2024-03-31,TA_KRABEY_TEMPLE,9,0,1
2024-03-31,OSMACH_CHECKPOINT,2,0,2
2024-03-31,CHONG_CHOM_CHECKPOINT,3,0,1
2024-03-31,ARANYAPRATHET_POIPET,3,0,0
2024-03-31,PHANOM_DONG_RAK_RIDGE,5,0,0
2024-03-31,BAN_KRUAT,4,0,2
2024-03-31,KANTHARALAK,6,0,3
2024-03-31,SAMRAONG,2,0,1
2024-04-07,PREAH_VIHEAR_TEMPLE,1,1,1
2024-04-07,TA_MUEN_THOM_TEMPLE,3,0,1
2024-04-07,TA_KRABEY_TEMPLE,4,0,0
2024-04-07,OSMACH_CHECKPOINT,3,0,1
2024-04-07,CHONG_CHOM_CHECKPOINT,1,0,1
2024-04-07,ARANYAPRATHET_POIPET,5,1,1
2024-04-07,PHANOM_DONG_RAK_RIDGE,3,0,1
2024-04-07,BAN_KRUAT,1,0,0
2024-04-07,KANTHARALAK,3,0,3
2024-04-07,SAMRAONG,6,0,0
2024-04-14,PREAH_VIHEAR_TEMPLE,3,1,0
2024-04-14,TA_MUEN_THOM_TEMPLE,3,0,1
2024-04-14,TA_KRABEY_TEMPLE,0,1,0
2024-04-14,OSMACH_CHECKPOINT,4,0,1
2024-04-14,CHONG_CHOM_CHECKPOINT,4,0,1
2024-04-14,ARANYAPRATHET_POIPET,8,1,2
2024-04-14,PHANOM_DONG_RAK_RIDGE,1,0,2
2024-04-14,BAN_KRUAT,3,0,1
2024-04-14,KANTHARALAK,3,0,0
2024-04-14,SAMRAONG,5,0,2
2024-04-21,PREAH_VIHEAR_TEMPLE,2,0,1
2024-04-21,TA_MUEN_THOM_TEMPLE,2,0,0
2024-04-21,TA_KRABEY_TEMPLE,4,0,0
2024-04-21,OSMACH_CHECKPOINT,3,0,1
2024-04-21,CHONG_CHOM_CHECKPOINT,3,1,2
2024-04-21,ARANYAPRATHET_POIPET,1,0,1
2024-04-21,PHANOM_DONG_RAK_RIDGE,5,0,1
2024-04-21,BAN_KRUAT,3,0,1
2024-04-21,KANTHARALAK,9,0,1
2024-04-21,SAMRAONG,4,0,1
2024-04-28,PREAH_VIHEAR_TEMPLE,6,0,1
2024-04-28,TA_MUEN_THOM_TEMPLE,1,0,1
2024-04-28,TA_KRABEY_TEMPLE,5,0,0
2024-04-28,OSMACH_CHECKPOINT,2,0,2
2024-04-28,CHONG_CHOM_CHECKPOINT,5,0,0
2024-04-28,ARANYAPRATHET_POIPET,3,1,3
2024-04-28,PHANOM_DONG_RAK_RIDGE,2,0,0
2024-04-28,BAN_KRUAT,2,0,2
2024-04-28,KANTHARALAK,6,1,1
2024-04-28,SAMRAONG,3,0,0
2024-05-05,PREAH_VIHEAR_TEMPLE,3,0,1
2024-05-05,TA_MUEN_THOM_TEMPLE,2,0,3
2024-05-05,TA_KRABEY_TEMPLE,4,0,0
2024-05-05,OSMACH_CHECKPOINT,2,0,1
2024-05-05,CHONG_CHOM_CHECKPOINT,2,0,0
2024-05-05,ARANYAPRATHET_POIPET,6,0,1
2024-05-05,PHANOM_DONG_RAK_RIDGE,3,0,1
2024-05-05,BAN_KRUAT,4,0,1
2024-05-05,KANTHARALAK,6,0,0
2024-05-05,SAMRAONG,0,0,0
2024-05-12,PREAH_VIHEAR_TEMPLE,8,0,1
2024-05-12,TA_MUEN_THOM_TEMPLE,1,0,2
2024-05-12,TA_KRABEY_TEMPLE,3,1,0
2024-05-12,OSMACH_CHECKPOINT,1,0,0
2024-05-12,CHONG_CHOM_CHECKPOINT,2,0,3
2024-05-12,ARANYAPRATHET_POIPET,4,0,0
2024-05-12,PHANOM_DONG_RAK_RIDGE,0,0,1
2024-05-12,BAN_KRUAT,6,1,0
2024-05-12,KANTHARALAK,3,0,0
2024-05-12,SAMRAONG,3,0,1
2024-05-19,PREAH_VIHEAR_TEMPLE,7,1,1
2024-05-19,TA_MUEN_THOM_TEMPLE,1,0,0
2024-05-19,TA_KRABEY_TEMPLE,3,0,0
2024-05-19,OSMACH_CHECKPOINT,1,0,1
2024-05-19,CHONG_CHOM_CHECKPOINT,2,0,2
2024-05-19,ARANYAPRATHET_POIPET,2,0,1
2024-05-19,PHANOM_DONG_RAK_RIDGE,1,0,0
2024-05-19,BAN_KRUAT,4,0,1
2024-05-19,KANTHARALAK,3,0,0
2024-05-19,SAMRAONG,1,0,3
2024-05-26,PREAH_VIHEAR_TEMPLE,4,0,1
2024-05-26,TA_MUEN_THOM_TEMPLE,1,0,1
2024-05-26,TA_KRABEY_TEMPLE,3,0,1
2024-05-26,OSMACH_CHECKPOINT,3,0,1
2024-05-26,CHONG_CHOM_CHECKPOINT,1,0,2
2024-05-26,ARANYAPRATHET_POIPET,3,0,3
2024-05-26,PHANOM_DONG_RAK_RIDGE,4,0,1
2024-05-26,BAN_KRUAT,3,0,0
2024-05-26,KANTHARALAK,3,0,4
2024-05-26,SAMRAONG,5,0,1
2024-06-02,PREAH_VIHEAR_TEMPLE,10,0,2
2024-06-02,TA_MUEN_THOM_TEMPLE,7,0,1
2024-06-02,TA_KRABEY_TEMPLE,1,0,0
2024-06-02,OSMACH_CHECKPOINT,5,1,1
2024-06-02,CHONG_CHOM_CHECKPOINT,3,0,4
2024-06-02,ARANYAPRATHET_POIPET,3,1,1
2024-06-02,PHANOM_DONG_RAK_RIDGE,0,0,1
2024-06-02,BAN_KRUAT,3,1,0
2024-06-02,KANTHARALAK,4,0,1
2024-06-02,SAMRAONG,2,0,1
2024-06-09,PREAH_VIHEAR_TEMPLE,5,0,0
2024-06-09,TA_MUEN_THOM_TEMPLE,1,0,2
2024-06-09,TA_KRABEY_TEMPLE,5,1,0
2024-06-09,OSMACH_CHECKPOINT,3,0,2
2024-06-09,CHONG_CHOM_CHECKPOINT,4,1,0
2024-06-09,ARANYAPRATHET_POIPET,1,0,1
2024-06-09,PHANOM_DONG_RAK_RIDGE,7,0,1
2024-06-09,BAN_KRUAT,4,0,1
2024-06-09,KANTHARALAK,1,1,1
2024-06-09,SAMRAONG,2,0,2
2024-06-16,PREAH_VIHEAR_TEMPLE,4,0,1
2024-06-16,TA_MUEN_THOM_TEMPLE,2,0,3
2024-06-16,TA_KRABEY_TEMPLE,0,0,1
2024-06-16,OSMACH_CHECKPOINT,1,0,1
2024-06-16,CHONG_CHOM_CHECKPOINT,5,0,2
2024-06-16,ARANYAPRATHET_POIPET,3,0,0
2024-06-16,PHANOM_DONG_RAK_RIDGE,1,0,0
2024-06-16,BAN_KRUAT,3,0,1
2024-06-16,KANTHARALAK,5,0,0
2024-06-16,SAMRAONG,3,0,0
2024-06-23,PREAH_VIHEAR_TEMPLE,2,0,0
2024-06-23,TA_MUEN_THOM_TEMPLE,4,0,0
2024-06-23,TA_KRABEY_TEMPLE,6,1,1
2024-06-23,OSMACH_CHECKPOINT,1,0,5
2024-06-23,CHONG_CHOM_CHECKPOINT,1,1,1
2024-06-23,ARANYAPRATHET_POIPET,6,0,0
2024-06-23,PHANOM_DONG_RAK_RIDGE,3,0,1
2024-06-23,BAN_KRUAT,5,0,2
2024-06-23,KANTHARALAK,2,1,0
2024-06-23,SAMRAONG,3,0,0
2024-06-30,PREAH_VIHEAR_TEMPLE,1,0,1
2024-06-30,TA_MUEN_THOM_TEMPLE,2,0,0
2024-06-30,TA_KRABEY_TEMPLE,5,0,1
2024-06-30,OSMACH_CHECKPOINT,1,0,4
2024-06-30,CHONG_CHOM_CHECKPOINT,3,0,2
2024-06-30,ARANYAPRATHET_POIPET,2,0,1
2024-06-30,PHANOM_DONG_RAK_RIDGE,3,0,0
2024-06-30,BAN_KRUAT,3,0,1
2024-06-30,KANTHARALAK,4,0,0
2024-06-30,SAMRAONG,4,0,0
2024-07-07,PREAH_VIHEAR_TEMPLE,4,0,1
2024-07-07,TA_MUEN_THOM_TEMPLE,3,0,1
2024-07-07,TA_KRABEY_TEMPLE,2,0,0
2024-07-07,OSMACH_CHECKPOINT,3,1,0
2024-07-07,CHONG_CHOM_CHECKPOINT,4,0,0
2024-07-07,ARANYAPRATHET_POIPET,5,0,3
2024-07-07,PHANOM_DONG_RAK_RIDGE,3,0,0
2024-07-07,BAN_KRUAT,3,1,0
2024-07-07,KANTHARALAK,3,0,0
2024-07-07,SAMRAONG,4,0,1
2024-07-14,PREAH_VIHEAR_TEMPLE,3,0,0
2024-07-14,TA_MUEN_THOM_TEMPLE,2,0,1
2024-07-14,TA_KRABEY_TEMPLE,1,1,0
2024-07-14,OSMACH_CHECKPOINT,3,0,1
2024-07-14,CHONG_CHOM_CHECKPOINT,1,0,0
2024-07-14,ARANYAPRATHET_POIPET,6,0,0
2024-07-14,PHANOM_DONG_RAK_RIDGE,3,1,0
2024-07-14,BAN_KRUAT,3,0,0
2024-07-14,KANTHARALAK,1,0,1
2024-07-14,SAMRAONG,4,0,0
2024-07-21,PREAH_VIHEAR_TEMPLE,4,0,0
2024-07-21,TA_MUEN_THOM_TEMPLE,2,1,1
2024-07-21,TA_KRABEY_TEMPLE,3,0,0
2024-07-21,OSMACH_CHECKPOINT,1,0,0
2024-07-21,CHONG_CHOM_CHECKPOINT,3,0,1
2024-07-21,ARANYAPRATHET_POIPET,0,0,1
2024-07-21,PHANOM_DONG_RAK_RIDGE,1,0,0
2024-07-21,BAN_KRUAT,4,0,0
2024-07-21,KANTHARALAK,2,0,0
2024-07-21,SAMRAONG,2,0,2
2024-07-28,PREAH_VIHEAR_TEMPLE,3,1,1
2024-07-28,TA_MUEN_THOM_TEMPLE,6,0,3
2024-07-28,TA_KRABEY_TEMPLE,1,0,4
2024-07-28,OSMACH_CHECKPOINT,1,0,0
2024-07-28,CHONG_CHOM_CHECKPOINT,2,0,1
2024-07-28,ARANYAPRATHET_POIPET,2,0,1
2024-07-28,PHANOM_DONG_RAK_RIDGE,2,0,0
2024-07-28,BAN_KRUAT,1,0,0
2024-07-28,KANTHARALAK,2,0,2
2024-07-28,SAMRAONG,3,0,1
2024-08-04,PREAH_VIHEAR_TEMPLE,1,0,1
2024-08-04,TA_MUEN_THOM_TEMPLE,1,0,2
2024-08-04,TA_KRABEY_TEMPLE,6,1,1
2024-08-04,OSMACH_CHECKPOINT,4,0,2
2024-08-04,CHONG_CHOM_CHECKPOINT,4,0,0
2024-08-04,ARANYAPRATHET_POIPET,2,0,2
2024-08-04,PHANOM_DONG_RAK_RIDGE,2,1,0
2024-08-04,BAN_KRUAT,6,0,1
2024-08-04,KANTHARALAK,5,0,0
2024-08-04,SAMRAONG,3,1,2
2024-08-11,PREAH_VIHEAR_TEMPLE,2,0,1
2024-08-11,TA_MUEN_THOM_TEMPLE,2,0,0
2024-08-11,TA_KRABEY_TEMPLE,2,1,1
2024-08-11,OSMACH_CHECKPOINT,2,0,1
2024-08-11,CHONG_CHOM_CHECKPOINT,4,0,1
2024-08-11,ARANYAPRATHET_POIPET,2,0,0
2024-08-11,PHANOM_DONG_RAK_RIDGE,2,0,0
2024-08-11,BAN_KRUAT,3,0,1
2024-08-11,KANTHARALAK,3,0,2
2024-08-11,SAMRAONG,8,1,3
2024-08-18,PREAH_VIHEAR_TEMPLE,2,0,0
2024-08-18,TA_MUEN_THOM_TEMPLE,1,0,2
2024-08-18,TA_KRABEY_TEMPLE,4,0,1
2024-08-18,OSMACH_CHECKPOINT,3,2,1
2024-08-18,CHONG_CHOM_CHECKPOINT,2,0,1
2024-08-18,ARANYAPRATHET_POIPET,2,0,0
2024-08-18,PHANOM_DONG_RAK_RIDGE,2,0,0
2024-08-18,BAN_KRUAT,3,1,0
2024-08-18,KANTHARALAK,2,1,2
2024-08-18,SAMRAONG,4,0,1
2024-08-25,PREAH_VIHEAR_TEMPLE,2,0,0
2024-08-25,TA_MUEN_THOM_TEMPLE,3,0,0
2024-08-25,TA_KRABEY_TEMPLE,3,1,0
2024-08-25,OSMACH_CHECKPOINT,2,0,2
2024-08-25,CHONG_CHOM_CHECKPOINT,2,0,2
2024-08-25,ARANYAPRATHET_POIPET,2,1,1
2024-08-25,PHANOM_DONG_RAK_RIDGE,0,0,1
2024-08-25,BAN_KRUAT,1,0,0
2024-08-25,KANTHARALAK,2,0,0
2024-08-25,SAMRAONG,2,0,0
2024-09-01,PREAH_VIHEAR_TEMPLE,3,0,2
2024-09-01,TA_MUEN_THOM_TEMPLE,4,0,1
2024-09-01,TA_KRABEY_TEMPLE,1,0,2
2024-09-01,OSMACH_CHECKPOINT,4,0,3
2024-09-01,CHONG_CHOM_CHECKPOINT,4,0,1
2024-09-01,ARANYAPRATHET_POIPET,2,0,2
2024-09-01,PHANOM_DONG_RAK_RIDGE,1,2,0
2024-09-01,BAN_KRUAT,0,0,1
2024-09-01,KANTHARALAK,6,0,4
2024-09-01,SAMRAONG,4,0,2
2024-09-08,PREAH_VIHEAR_TEMPLE,2,0,1
2024-09-08,TA_MUEN_THOM_TEMPLE,4,0,1
2024-09-08,TA_KRABEY_TEMPLE,4,0,0
2024-09-08,OSMACH_CHECKPOINT,4,0,1
2024-09-08,CHONG_CHOM_CHECKPOINT,1,0,0
2024-09-08,ARANYAPRATHET_POIPET,0,0,2
2024-09-08,PHANOM_DONG_RAK_RIDGE,4,0,0
2024-09-08,BAN_KRUAT,3,0,4
2024-09-08,KANTHARALAK,3,0,0
2024-09-08,SAMRAONG,3,0,1
2024-09-15,PREAH_VIHEAR_TEMPLE,3,0,0
2024-09-15,TA_MUEN_THOM_TEMPLE,3,0,2
2024-09-15,TA_KRABEY_TEMPLE,2,1,1
2024-09-15,OSMACH_CHECKPOINT,4,0,1
2024-09-15,CHONG_CHOM_CHECKPOINT,3,0,1
2024-09-15,ARANYAPRATHET_POIPET,3,0,2
2024-09-15,PHANOM_DONG_RAK_RIDGE,3,1,1
2024-09-15,BAN_KRUAT,1,0,0
2024-09-15,KANTHARALAK,6,0,0
2024-09-15,SAMRAONG,4,0,0
2024-09-22,PREAH_VIHEAR_TEMPLE,3,0,0
2024-09-22,TA_MUEN_THOM_TEMPLE,3,1,1
2024-09-22,TA_KRABEY_TEMPLE,3,0,1
2024-09-22,OSMACH_CHECKPOINT,0,0,1
2024-09-22,CHONG_CHOM_CHECKPOINT,3,0,2
2024-09-22,ARANYAPRATHET_POIPET,3,0,1
2024-09-22,PHANOM_DONG_RAK_RIDGE,1,0,1
2024-09-22,BAN_KRUAT,2,0,2
2024-09-22,KANTHARALAK,1,1,0
2024-09-22,SAMRAONG,4,1,2
2024-09-29,PREAH_VIHEAR_TEMPLE,1,0,2
2024-09-29,TA_MUEN_THOM_TEMPLE,3,0,2
2024-09-29,TA_KRABEY_TEMPLE,1,1,0
2024-09-29,OSMACH_CHECKPOINT,5,0,0
2024-09-29,CHONG_CHOM_CHECKPOINT,4,0,0
2024-09-29,ARANYAPRATHET_POIPET,4,0,1
2024-09-29,PHANOM_DONG_RAK_RIDGE,1,0,6
2024-09-29,BAN_KRUAT,3,0,1
2024-09-29,KANTHARALAK,3,0,0
2024-09-29,SAMRAONG,5,0,2
2024-10-06,PREAH_VIHEAR_TEMPLE,2,1,2
2024-10-06,TA_MUEN_THOM_TEMPLE,4,0,4
2024-10-06,TA_KRABEY_TEMPLE,4,0,1
2024-10-06,OSMACH_CHECKPOINT,5,0,1
2024-10-06,CHONG_CHOM_CHECKPOINT,4,0,1
2024-10-06,ARANYAPRATHET_POIPET,2,0,3
2024-10-06,PHANOM_DONG_RAK_RIDGE,2,0,0
2024-10-06,BAN_KRUAT,1,0,0
2024-10-06,KANTHARALAK,2,1,0
2024-10-06,SAMRAONG,5,0,1
2024-10-13,PREAH_VIHEAR_TEMPLE,1,0,3
2024-10-13,TA_MUEN_THOM_TEMPLE,2,0,2
2024-10-13,TA_KRABEY_TEMPLE,4,0,1
2024-10-13,OSMACH_CHECKPOINT,1,0,0
2024-10-13,CHONG_CHOM_CHECKPOINT,0,0,2
2024-10-13,ARANYAPRATHET_POIPET,1,0,0
2024-10-13,PHANOM_DONG_RAK_RIDGE,3,0,0
2024-10-13,BAN_KRUAT,2,0,1
2024-10-13,KANTHARALAK,2,0,0
2024-10-13,SAMRAONG,3,0,0
2024-10-20,PREAH_VIHEAR_TEMPLE,6,0,0
2024-10-20,TA_MUEN_THOM_TEMPLE,4,0,0
2024-10-20,TA_KRABEY_TEMPLE,0,0,2
2024-10-20,OSMACH_CHECKPOINT,3,0,2
2024-10-20,CHONG_CHOM_CHECKPOINT,0,0,3
2024-10-20,ARANYAPRATHET_POIPET,2,0,0
2024-10-20,PHANOM_DONG_RAK_RIDGE,8,1,4
2024-10-20,BAN_KRUAT,2,0,0
2024-10-20,KANTHARALAK,3,0,2
2024-10-20,SAMRAONG,0,0,2
2024-10-27,PREAH_VIHEAR_TEMPLE,1,1,1
2024-10-27,TA_MUEN_THOM_TEMPLE,2,0,1
2024-10-27,TA_KRABEY_TEMPLE,3,0,1
2024-10-27,OSMACH_CHECKPOINT,3,0,1
2024-10-27,CHONG_CHOM_CHECKPOINT,4,1,3
2024-10-27,ARANYAPRATHET_POIPET,4,0,1
2024-10-27,PHANOM_DONG_RAK_RIDGE,2,0,1
2024-10-27,BAN_KRUAT,2,0,2
2024-10-27,KANTHARALAK,1,0,1
2024-10-27,SAMRAONG,2,0,0
2024-11-03,PREAH_VIHEAR_TEMPLE,1,0,1
2024-11-03,TA_MUEN_THOM_TEMPLE,2,0,1
2024-11-03,TA_KRABEY_TEMPLE,0,0,2
2024-11-03,OSMACH_CHECKPOINT,4,0,1
2024-11-03,CHONG_CHOM_CHECKPOINT,4,1,1
2024-11-03,ARANYAPRATHET_POIPET,3,0,0
2024-11-03,PHANOM_DONG_RAK_RIDGE,4,1,0
2024-11-03,BAN_KRUAT,4,0,0
2024-11-03,KANTHARALAK,4,0,0
2024-11-03,SAMRAONG,0,0,0
2024-11-10,PREAH_VIHEAR_TEMPLE,4,0,1
2024-11-10,TA_MUEN_THOM_TEMPLE,1,0,1
2024-11-10,TA_KRABEY_TEMPLE,2,0,1
2024-11-10,OSMACH_CHECKPOINT,4,0,2
2024-11-10,CHONG_CHOM_CHECKPOINT,0,0,2
2024-11-10,ARANYAPRATHET_POIPET,3,1,1
2024-11-10,PHANOM_DONG_RAK_RIDGE,5,0,1
2024-11-10,BAN_KRUAT,2,0,1
2024-11-10,KANTHARALAK,3,0,2
2024-11-10,SAMRAONG,2,1,2
2024-11-17,PREAH_VIHEAR_TEMPLE,2,0,0
2024-11-17,TA_MUEN_THOM_TEMPLE,3,0,0
2024-11-17,TA_KRABEY_TEMPLE,6,0,0
2024-11-17,OSMACH_CHECKPOINT,2,1,1
2024-11-17,CHONG_CHOM_CHECKPOINT,3,1,0
2024-11-17,ARANYAPRATHET_POIPET,2,0,1
2024-11-17,PHANOM_DONG_RAK_RIDGE,4,0,1
2024-11-17,BAN_KRUAT,5,0,2
2024-11-17,KANTHARALAK,6,0,2
2024-11-17,SAMRAONG,2,0,0
2024-11-24,PREAH_VIHEAR_TEMPLE,5,0,0
2024-11-24,TA_MUEN_THOM_TEMPLE,3,0,2
2024-11-24,TA_KRABEY_TEMPLE,3,0,0
2024-11-24,OSMACH_CHECKPOINT,10,0,1
2024-11-24,CHONG_CHOM_CHECKPOINT,4,1,1
2024-11-24,ARANYAPRATHET_POIPET,4,1,0
2024-11-24,PHANOM_DONG_RAK_RIDGE,1,0,0
2024-11-24,BAN_KRUAT,4,0,0
2024-11-24,KANTHARALAK,4,1,1
2024-11-24,SAMRAONG,5,0,1
2024-12-01,PREAH_VIHEAR_TEMPLE,4,0,3
2024-12-01,TA_MUEN_THOM_TEMPLE,1,0,1
2024-12-01,TA_KRABEY_TEMPLE,3,0,2
2024-12-01,OSMACH_CHECKPOINT,1,0,1
2024-12-01,CHONG_CHOM_CHECKPOINT,2,1,0
2024-12-01,ARANYAPRATHET_POIPET,2,0,2
2024-12-01,PHANOM_DONG_RAK_RIDGE,3,0,0
2024-12-01,BAN_KRUAT,5,0,0
2024-12-01,KANTHARALAK,2,0,1
2024-12-01,SAMRAONG,3,0,0
2024-12-08,PREAH_VIHEAR_TEMPLE,4,0,1
2024-12-08,TA_MUEN_THOM_TEMPLE,4,0,3
2024-12-08,TA_KRABEY_TEMPLE,4,0,0
2024-12-08,OSMACH_CHECKPOINT,5,0,1
2024-12-08,CHONG_CHOM_CHECKPOINT,4,0,0
2024-12-08,ARANYAPRATHET_POIPET,2,0,1
2024-12-08,PHANOM_DONG_RAK_RIDGE,2,0,0
2024-12-08,BAN_KRUAT,5,1,1
2024-12-08,KANTHARALAK,2,0,2
2024-12-08,SAMRAONG,3,0,0
2024-12-15,PREAH_VIHEAR_TEMPLE,7,0,0
2024-12-15,TA_MUEN_THOM_TEMPLE,3,1,2
2024-12-15,TA_KRABEY_TEMPLE,2,0,0
2024-12-15,OSMACH_CHECKPOINT,2,0,1
2024-12-15,CHONG_CHOM_CHECKPOINT,1,0,3
