date,segment_id,trade_value,truck_crossings,migrant_flow,market_closures
2024-02-11,KANTHARALAK,75.35295001110175,57,11,0
2024-02-11,SAMRAONG,94.7937476068372,55,5,0
2024-02-18,PREAH_VIHEAR_TEMPLE,102.5192617230088,52,10,0
2024-02-18,TA_MUEN_THOM_TEMPLE,78.25792433958371,64,1,1
2024-02-18,TA_KRABEY_TEMPLE,92.05957888310697,52,11,0
2024-02-18,OSMACH_CHECKPOINT,111.16743486284699,52,4,0
2024-02-18,CHONG_CHOM_CHECKPOINT,92.68410327411713,39,5,0
2024-02-18,ARANYAPRATHET_POIPET,115.73543688862337,43,6,0
2024-02-18,PHANOM_DONG_RAK_RIDGE,85.43547085384847,48,15,0
2024-02-18,BAN_KRUAT,107.96694484138786,42,11,0
2024-02-18,KANTHARALAK,122.54908770268307,62,14,0
2024-02-18,SAMRAONG,98.49145504637265,60,7,0
2024-02-25,PREAH_VIHEAR_TEMPLE,83.91928710248456,48,8,0
2024-02-25,TA_MUEN_THOM_TEMPLE,80.18215641541762,48,6,0
2024-02-25,TA_KRABEY_TEMPLE,70.5483659049772,55,12,0
2024-02-25,OSMACH_CHECKPOINT,115.81258214323901,55,11,0
2024-02-25,CHONG_CHOM_CHECKPOINT,112.07171301043962,47,7,1
2024-02-25,ARANYAPRATHET_POIPET,89.67585556352923,48,5,0
2024-02-25,PHANOM_DONG_RAK_RIDGE,125.407305753468,39,14,0
2024-02-25,BAN_KRUAT,108.48774672361996,41,10,0
2024-02-25,KANTHARALAK,92.67502064449998,51,12,0
2024-02-25,SAMRAONG,122.55261726465596,49,13,0
2024-03-03,PREAH_VIHEAR_TEMPLE,74.61754383621056,49,11,0
2024-03-03,TA_MUEN_THOM_TEMPLE,107.57390919594772,51,8,0
2024-03-03,TA_KRABEY_TEMPLE,90.41067355517767,51,15,0
2024-03-03,OSMACH_CHECKPOINT,94.22817308351429,48,10,0
2024-03-03,CHONG_CHOM_CHECKPOINT,113.692152254134,59,9,0
2024-03-03,ARANYAPRATHET_POIPET,73.23386214522827,52,14,0
2024-03-03,PHANOM_DONG_RAK_RIDGE,75.88767470536423,64,9,0
2024-03-03,BAN_KRUAT,112.88679077503268,46,11,0
2024-03-03,KANTHARALAK,107.65479710936691,50,15,0
2024-03-03,SAMRAONG,105.79586818504151,44,10,0
2024-03-10,PREAH_VIHEAR_TEMPLE,88.31119639509616,47,8,0
2024-03-10,TA_MUEN_THOM_TEMPLE,89.84420588488962,55,11,0
2024-03-10,TA_KRABEY_TEMPLE,87.60195903194804,59,8,0
2024-03-10,OSMACH_CHECKPOINT,115.84812904301555,54,8,0
2024-03-10,CHONG_CHOM_CHECKPOINT,103.78052942426805,60,10,0
2024-03-10,ARANYAPRATHET_POIPET,107.49209295834022,38,8,0
2024-03-10,PHANOM_DONG_RAK_RIDGE,41.8166723607016,46,8,0
2024-03-10,BAN_KRUAT,118.35566813611042,29,8,0
2024-03-10,KANTHARALAK,123.15850342314481,55,9,0
2024-03-10,SAMRAONG,92.00804929934266,41,7,0
2024-03-17,PREAH_VIHEAR_TEMPLE,93.31387928885205,60,12,0
2024-03-17,TA_MUEN_THOM_TEMPLE,94.2884632207751,48,9,0
2024-03-17,TA_KRABEY_TEMPLE,76.42478388235867,52,9,1
2024-03-17,OSMACH_CHECKPOINT,87.37976108497824,64,9,0
2024-03-17,CHONG_CHOM_CHECKPOINT,46.793655046681025,50,10,0
2024-03-17,ARANYAPRATHET_POIPET,138.55832065765392,58,5,0
2024-03-17,PHANOM_DONG_RAK_RIDGE,106.54706327390515,56,4,0
2024-03-17,BAN_KRUAT,48.24990612121652,53,16,1
2024-03-17,KANTHARALAK,73.00784609542802,61,4,0
2024-03-17,SAMRAONG,130.6628740544659,50,6,0
2024-03-24,PREAH_VIHEAR_TEMPLE,92.68503414641576,47,14,0
2024-03-24,TA_MUEN_THOM_TEMPLE,71.2864538064694,58,15,0
2024-03-24,TA_KRABEY_TEMPLE,73.43758235943025,61,5,0
2024-03-24,OSMACH_CHECKPOINT,114.793052627306,53,4,0
2024-03-24,CHONG_CHOM_CHECKPOINT,80.45920103427645,49,11,1
2024-03-24,ARANYAPRATHET_POIPET,97.58547897333611,52,13,0
2024-03-24,PHANOM_DONG_RAK_RIDGE,55.293042344855714,52,7,0
2024-03-24,BAN_KRUAT,84.0582678675424,53,8,0
2024-03-24,KANTHARALAK,105.5348544105741,50,10,0
2024-03-24,SAMRAONG,63.564533295256695,56,9,0
2024-03-31,PREAH_VIHEAR_TEMPLE,109.72298806128671,53,11,0
2024-03-31,TA_MUEN_THOM_TEMPLE,107.55207966433285,52,10,0
2024-03-31,TA_KRABEY_TEMPLE,95.80931334032161,57,13,0
2024-03-31,OSMACH_CHECKPOINT,128.31382773741367,59,15,0
2024-03-31,CHONG_CHOM_CHECKPOINT,61.257502803120616,38,16,0
2024-03-31,ARANYAPRATHET_POIPET,126.96339326707897,45,11,0
2024-03-31,PHANOM_DONG_RAK_RIDGE,119.35224454407971,55,9,0
2024-03-31,BAN_KRUAT,87.25844096441664,43,8,0
2024-03-31,KANTHARALAK,85.23691087292406,43,13,0
2024-03-31,SAMRAONG,90.46902817825591,48,10,0
2024-04-07,PREAH_VIHEAR_TEMPLE,115.69244831463755,49,12,1
2024-04-07,TA_MUEN_THOM_TEMPLE,92.13608807580394,57,8,0
2024-04-07,TA_KRABEY_TEMPLE,98.78305786514396,63,6,0
2024-04-07,OSMACH_CHECKPOINT,106.23207628082356,42,12,0
2024-04-07,CHONG_CHOM_CHECKPOINT,85.63492191528306,52,12,0
2024-04-07,ARANYAPRATHET_POIPET,114.70328649506446,51,6,0
2024-04-07,PHANOM_DONG_RAK_RIDGE,94.63516039284586,56,12,0
2024-04-07,BAN_KRUAT,82.09224869999758,41,10,0
2024-04-07,KANTHARALAK,104.03823006653128,36,9,0
2024-04-07,SAMRAONG,80.0863537205179,50,15,0
2024-04-14,PREAH_VIHEAR_TEMPLE,108.26773863994723,44,10,1
2024-04-14,TA_MUEN_THOM_TEMPLE,100.71893854600278,41,10,0
2024-04-14,TA_KRABEY_TEMPLE,100.19371342441747,46,12,1
2024-04-14,OSMACH_CHECKPOINT,112.50670113121663,60,7,0
2024-04-14,CHONG_CHOM_CHECKPOINT,75.11237782214603,43,6,0
2024-04-14,ARANYAPRATHET_POIPET,106.62248945106333,61,12,0
2024-04-14,PHANOM_DONG_RAK_RIDGE,112.46594450746065,61,11,0
2024-04-14,BAN_KRUAT,65.95419875225394,52,6,0
2024-04-14,KANTHARALAK,109.26938751489422,55,8,0
2024-04-14,SAMRAONG,102.32417402836799,51,6,0
2024-04-21,PREAH_VIHEAR_TEMPLE,111.69242384872864,43,16,0
2024-04-21,TA_MUEN_THOM_TEMPLE,97.45794550143957,65,6,0
2024-04-21,TA_KRABEY_TEMPLE,97.31839535966807,55,11,0
2024-04-21,OSMACH_CHECKPOINT,109.24986102226943,41,12,0
2024-04-21,CHONG_CHOM_CHECKPOINT,91.88615257176683,56,7,0
2024-04-21,ARANYAPRATHET_POIPET,95.76682736566552,47,6,0
2024-04-21,PHANOM_DONG_RAK_RIDGE,94.94755459064294,53,10,0
2024-04-21,BAN_KRUAT,100.96650183346867,56,12,0
2024-04-21,KANTHARALAK,101.88274755426069,51,7,0
2024-04-21,SAMRAONG,47.95038435113129,44,10,0
2024-04-28,PREAH_VIHEAR_TEMPLE,100.59591940527496,46,8,0
2024-04-28,TA_MUEN_THOM_TEMPLE,66.55299370497508,52,8,0
2024-04-28,TA_KRABEY_TEMPLE,105.40794846793042,44,6,1
2024-04-28,OSMACH_CHECKPOINT,102.19755171846417,42,8,0
2024-04-28,CHONG_CHOM_CHECKPOINT,107.06724791159566,57,8,1
2024-04-28,ARANYAPRATHET_POIPET,106.13337316847321,48,13,0
2024-04-28,PHANOM_DONG_RAK_RIDGE,85.63917361124902,44,10,0
2024-04-28,BAN_KRUAT,81.28303393855506,49,8,0
2024-04-28,KANTHARALAK,99.93881479723768,59,13,0
2024-04-28,SAMRAONG,98.63342582442692,53,14,0
2024-05-05,PREAH_VIHEAR_TEMPLE,86.09509388911661,59,10,0
2024-05-05,TA_MUEN_THOM_TEMPLE,103.29174407759552,50,16,0
2024-05-05,TA_KRABEY_TEMPLE,73.1380148902873,42,10,0
2024-05-05,OSMACH_CHECKPOINT,134.8455436889938,48,4,0
2024-05-05,CHONG_CHOM_CHECKPOINT,101.2160629028424,46,11,0
2024-05-05,ARANYAPRATHET_POIPET,121.56037511104263,58,10,0
2024-05-05,PHANOM_DONG_RAK_RIDGE,108.77564986935529,38,9,0
2024-05-05,BAN_KRUAT,68.08359067778765,39,7,0
2024-05-05,KANTHARALAK,104.98373135960603,56,6,0
2024-05-05,SAMRAONG,120.91360738457695,52,12,0
2024-05-12,PREAH_VIHEAR_TEMPLE,117.79773814640174,35,8,0
2024-05-12,TA_MUEN_THOM_TEMPLE,111.92276188912642,43,14,0
2024-05-12,TA_KRABEY_TEMPLE,119.98919677283628,56,10,0
2024-05-12,OSMACH_CHECKPOINT,109.6514965686163,60,9,0
2024-05-12,CHONG_CHOM_CHECKPOINT,127.00546803146639,54,12,0
2024-05-12,ARANYAPRATHET_POIPET,75.50237246742196,46,7,0
2024-05-12,PHANOM_DONG_RAK_RIDGE,131.19175923634663,56,13,0
2024-05-12,BAN_KRUAT,86.16470647921977,43,5,0
2024-05-12,KANTHARALAK,97.94480699001961,53,12,0
2024-05-12,SAMRAONG,101.06924842811468,56,6,0
2024-05-19,PREAH_VIHEAR_TEMPLE,119.20028892239534,50,11,0
2024-05-19,TA_MUEN_THOM_TEMPLE,101.73119166689746,56,10,0
2024-05-19,TA_KRABEY_TEMPLE,91.49926083863858,40,12,0
2024-05-19,OSMACH_CHECKPOINT,126.67244836604422,52,13,0
2024-05-19,CHONG_CHOM_CHECKPOINT,103.51683526923145,55,7,0
2024-05-19,ARANYAPRATHET_POIPET,78.47731285665309,52,9,0
2024-05-19,PHANOM_DONG_RAK_RIDGE,120.40380902025765,46,8,0
2024-05-19,BAN_KRUAT,68.11398067359474,40,6,0
2024-05-19,KANTHARALAK,101.57144341998786,52,6,0
2024-05-19,SAMRAONG,70.91282748408537,56,7,0
2024-05-26,PREAH_VIHEAR_TEMPLE,133.54892887328506,59,6,0
2024-05-26,TA_MUEN_THOM_TEMPLE,96.53571344686537,42,8,0
2024-05-26,TA_KRABEY_TEMPLE,112.05899684780016,54,6,0
2024-05-26,OSMACH_CHECKPOINT,84.87109676667609,49,8,0
2024-05-26,CHONG_CHOM_CHECKPOINT,105.1897511279175,59,14,0
2024-05-26,ARANYAPRATHET_POIPET,67.78333216933054,55,10,0
2024-05-26,PHANOM_DONG_RAK_RIDGE,120.68748581960514,57,8,0
2024-05-26,BAN_KRUAT,110.26516085234749,48,5,0
2024-05-26,KANTHARALAK,117.0714278850845,38,11,0
2024-05-26,SAMRAONG,109.20792555443126,43,12,0
2024-06-02,PREAH_VIHEAR_TEMPLE,119.31897897301276,49,12,0
2024-06-02,TA_MUEN_THOM_TEMPLE,96.50896820786632,64,9,0
2024-06-02,TA_KRABEY_TEMPLE,123.24962127196753,53,9,0
2024-06-02,OSMACH_CHECKPOINT,61.41076104604095,52,12,0
2024-06-02,CHONG_CHOM_CHECKPOINT,81.7410415786297,47,7,0
2024-06-02,ARANYAPRATHET_POIPET,114.7194440053853,50,7,0
2024-06-02,PHANOM_DONG_RAK_RIDGE,120.24349476626256,49,11,0
2024-06-02,BAN_KRUAT,103.00978473957485,55,13,0
2024-06-02,KANTHARALAK,131.92647439934646,51,8,0
2024-06-02,SAMRAONG,63.543372251463445,46,14,0
2024-06-09,PREAH_VIHEAR_TEMPLE,124.12787052914898,48,8,0
2024-06-09,TA_MUEN_THOM_TEMPLE,99.9133482645839,49,14,0
2024-06-09,TA_KRABEY_TEMPLE,89.32838699650777,50,7,0
2024-06-09,OSMACH_CHECKPOINT,85.95540863863754,36,8,0
2024-06-09,CHONG_CHOM_CHECKPOINT,101.3467336787669,40,6,0
2024-06-09,ARANYAPRATHET_POIPET,85.74799733869685,49,11,0
2024-06-09,PHANOM_DONG_RAK_RIDGE,108.13476560512022,55,15,1
2024-06-09,BAN_KRUAT,84.80446746133427,51,8,0
2024-06-09,KANTHARALAK,136.290931503429,45,14,0
2024-06-09,SAMRAONG,103.1963819821699,55,10,0
2024-06-16,PREAH_VIHEAR_TEMPLE,92.31080559866076,59,17,0
2024-06-16,TA_MUEN_THOM_TEMPLE,97.19223939699498,45,7,0
2024-06-16,TA_KRABEY_TEMPLE,79.28109930202635,51,9,0
2024-06-16,OSMACH_CHECKPOINT,129.60490205649006,61,11,0
2024-06-16,CHONG_CHOM_CHECKPOINT,143.86979950398344,35,10,0
2024-06-16,ARANYAPRATHET_POIPET,117.54623962653338,55,11,0
2024-06-16,PHANOM_DONG_RAK_RIDGE,49.09618718726073,62,8,0
2024-06-16,BAN_KRUAT,90.81097945415122,52,12,0
2024-06-16,KANTHARALAK,78.49924863132233,43,7,0
2024-06-16,SAMRAONG,92.25174801412487,44,9,1
2024-06-23,PREAH_VIHEAR_TEMPLE,107.70851169451834,40,10,0
2024-06-23,TA_MUEN_THOM_TEMPLE,105.95826866174411,38,10,0
2024-06-23,TA_KRABEY_TEMPLE,122.70397046049763,42,9,0
2024-06-23,OSMACH_CHECKPOINT,108.61700030523684,52,16,0
2024-06-23,CHONG_CHOM_CHECKPOINT,104.81289507756361,67,14,0
2024-06-23,ARANYAPRATHET_POIPET,98.40174089305515,63,8,0
2024-06-23,PHANOM_DONG_RAK_RIDGE,79.28629809603123,39,3,1
2024-06-23,BAN_KRUAT,102.38854182044224,51,14,0
2024-06-23,KANTHARALAK,100.32080273686445,46,15,0
2024-06-23,SAMRAONG,81.60828785783117,53,4,0
2024-06-30,PREAH_VIHEAR_TEMPLE,100.52786799103635,56,3,0
2024-06-30,TA_MUEN_THOM_TEMPLE,92.05208926065967,57,9,0
2024-06-30,TA_KRABEY_TEMPLE,109.08943192684686,54,8,0
2024-06-30,OSMACH_CHECKPOINT,115.91338188142589,54,16,0
2024-06-30,CHONG_CHOM_CHECKPOINT,87.47528716920459,52,7,0
2024-06-30,ARANYAPRATHET_POIPET,78.59295079484212,51,11,0
2024-06-30,PHANOM_DONG_RAK_RIDGE,47.350901767684306,44,11,0
2024-06-30,BAN_KRUAT,81.26122189868603,50,7,0
2024-06-30,KANTHARALAK,116.61085343137287,56,16,0
2024-06-30,SAMRAONG,90.98220796575374,43,17,0
2024-07-07,PREAH_VIHEAR_TEMPLE,103.14565683669592,59,10,0
2024-07-07,TA_MUEN_THOM_TEMPLE,71.73360282214529,31,9,0
2024-07-07,TA_KRABEY_TEMPLE,98.81038823573337,47,3,1
2024-07-07,OSMACH_CHECKPOINT,91.49959334531107,60,4,0
2024-07-07,CHONG_CHOM_CHECKPOINT,74.75757326981596,72,12,0
2024-07-07,ARANYAPRATHET_POIPET,117.0658759282297,47,12,0
2024-07-07,PHANOM_DONG_RAK_RIDGE,111.24700239524805,51,7,0
2024-07-07,BAN_KRUAT,113.40394286011731,48,9,0
2024-07-07,KANTHARALAK,74.43383554785721,41,6,0
2024-07-07,SAMRAONG,108.9017892190912,58,4,0
2024-07-14,PREAH_VIHEAR_TEMPLE,128.24204316504105,39,10,0
2024-07-14,TA_MUEN_THOM_TEMPLE,73.29856891561417,42,12,0
2024-07-14,TA_KRABEY_TEMPLE,84.05669701321631,52,16,0
2024-07-14,OSMACH_CHECKPOINT,94.64139272559997,52,11,0
2024-07-14,CHONG_CHOM_CHECKPOINT,96.04608638232045,46,12,0
2024-07-14,ARANYAPRATHET_POIPET,104.9576409739623,52,11,0
2024-07-14,PHANOM_DONG_RAK_RIDGE,99.96241836029326,46,10,0
2024-07-14,BAN_KRUAT,78.44359206799248,64,13,0
2024-07-14,KANTHARALAK,129.15983552344366,49,7,0
2024-07-14,SAMRAONG,107.66317110409898,66,9,0
2024-07-21,PREAH_VIHEAR_TEMPLE,91.84217555207711,59,9,0
2024-07-21,TA_MUEN_THOM_TEMPLE,71.05685827588152,39,8,0
2024-07-21,TA_KRABEY_TEMPLE,106.302766802511,59,10,0
2024-07-21,OSMACH_CHECKPOINT,81.80974529093973,50,8,0
2024-07-21,CHONG_CHOM_CHECKPOINT,81.64860622407177,50,13,1
2024-07-21,ARANYAPRATHET_POIPET,100.1050136975587,46,12,0
2024-07-21,PHANOM_DONG_RAK_RIDGE,97.27913490593264,45,6,0
2024-07-21,BAN_KRUAT,68.96381475642377,55,9,0
2024-07-21,KANTHARALAK,95.06746675137911,48,7,0
2024-07-21,SAMRAONG,115.40564222233044,57,12,0
2024-07-28,PREAH_VIHEAR_TEMPLE,75.25322912204857,49,17,0
2024-07-28,TA_MUEN_THOM_TEMPLE,118.16378594798098,41,8,0
2024-07-28,TA_KRABEY_TEMPLE,114.02372459191953,49,8,0
2024-07-28,OSMACH_CHECKPOINT,117.9719213448283,50,10,0
2024-07-28,CHONG_CHOM_CHECKPOINT,101.76069259001315,56,9,0
2024-07-28,ARANYAPRATHET_POIPET,99.05232677653584,44,9,0
2024-07-28,PHANOM_DONG_RAK_RIDGE,132.05102077210907,61,7,1
2024-07-28,BAN_KRUAT,122.63167321596242,66,5,0
2024-07-28,KANTHARALAK,89.85904813927698,50,10,0
2024-07-28,SAMRAONG,117.78423626964535,53,7,0
2024-08-04,PREAH_VIHEAR_TEMPLE,95.31582796330102,42,12,0
2024-08-04,TA_MUEN_THOM_TEMPLE,106.4898830538046,43,10,0
2024-08-04,TA_KRABEY_TEMPLE,87.95080123105184,55,7,0
2024-08-04,OSMACH_CHECKPOINT,103.15888201478226,38,10,0
2024-08-04,CHONG_CHOM_CHECKPOINT,153.52882947421307,52,9,0
2024-08-04,ARANYAPRATHET_POIPET,143.97059595691917,56,9,0
2024-08-04,PHANOM_DONG_RAK_RIDGE,102.33295593254452,53,8,1
2024-08-04,BAN_KRUAT,90.76036369753835,49,11,0
2024-08-04,KANTHARALAK,109.89008775160023,45,15,0
2024-08-04,SAMRAONG,84.9895777930056,38,12,0
2024-08-11,PREAH_VIHEAR_TEMPLE,98.36305202891666,47,3,0
2024-08-11,TA_MUEN_THOM_TEMPLE,117.93874355853387,46,16,0
2024-08-11,TA_KRABEY_TEMPLE,121.63044210660742,44,12,0
2024-08-11,OSMACH_CHECKPOINT,92.47018475484808,46,4,0
2024-08-11,CHONG_CHOM_CHECKPOINT,89.20161683005179,51,7,0
2024-08-11,ARANYAPRATHET_POIPET,141.4002063311242,62,3,0
2024-08-11,PHANOM_DONG_RAK_RIDGE,103.00987430973143,45,12,0
2024-08-11,BAN_KRUAT,102.77327727882731,57,13,0
2024-08-11,KANTHARALAK,119.75581010153375,50,10,0
2024-08-11,SAMRAONG,91.98836593659215,55,11,0
2024-08-18,PREAH_VIHEAR_TEMPLE,117.33512166783322,53,9,0
2024-08-18,TA_MUEN_THOM_TEMPLE,118.14065567878347,38,13,0
2024-08-18,TA_KRABEY_TEMPLE,88.84976008208133,44,8,1
2024-08-18,OSMACH_CHECKPOINT,78.80968835438107,53,11,0
2024-08-18,CHONG_CHOM_CHECKPOINT,107.29777564378813,48,11,0
2024-08-18,ARANYAPRATHET_POIPET,113.41597880718396,49,14,0
2024-08-18,PHANOM_DONG_RAK_RIDGE,121.74721429541353,47,12,0
2024-08-18,BAN_KRUAT,89.3443712844555,41,10,0
2024-08-18,KANTHARALAK,83.12784573056742,44,8,0
2024-08-18,SAMRAONG,105.28849388122461,61,6,0
2024-08-25,PREAH_VIHEAR_TEMPLE,98.18870156519668,52,5,0
2024-08-25,TA_MUEN_THOM_TEMPLE,105.58711687366106,36,11,0
2024-08-25,TA_KRABEY_TEMPLE,90.78977532451853,39,11,0
2024-08-25,OSMACH_CHECKPOINT,100.8730149875921,58,17,0
2024-08-25,CHONG_CHOM_CHECKPOINT,76.11418984165994,63,11,0
2024-08-25,ARANYAPRATHET_POIPET,89.76201970412674,72,14,0
2024-08-25,PHANOM_DONG_RAK_RIDGE,103.87352986004963,57,8,0
2024-08-25,BAN_KRUAT,111.41325668090093,41,8,0
2024-08-25,KANTHARALAK,102.31471031911154,56,4,0
2024-08-25,SAMRAONG,98.72205314326307,46,5,0
2024-09-01,PREAH_VIHEAR_TEMPLE,74.13880871979364,44,9,0
2024-09-01,TA_MUEN_THOM_TEMPLE,106.10905678073709,45,13,0
2024-09-01,TA_KRABEY_TEMPLE,131.41829438220003,54,12,0
2024-09-01,OSMACH_CHECKPOINT,106.42592778702905,43,10,0
2024-09-01,CHONG_CHOM_CHECKPOINT,115.14737521893733,55,14,0
2024-09-01,ARANYAPRATHET_POIPET,107.48765460230527,57,10,0
2024-09-01,PHANOM_DONG_RAK_RIDGE,85.10210675567093,56,9,1
2024-09-01,BAN_KRUAT,98.15779220572637,56,12,0
2024-09-01,KANTHARALAK,130.26055703485767,45,11,0
2024-09-01,SAMRAONG,128.36592529867445,51,5,1
2024-09-08,PREAH_VIHEAR_TEMPLE,110.4122168786871,46,9,0
2024-09-08,TA_MUEN_THOM_TEMPLE,95.11644895261387,57,10,0
2024-09-08,TA_KRABEY_TEMPLE,104.9637136310954,57,6,0
2024-09-08,OSMACH_CHECKPOINT,124.73909195375697,39,11,0
2024-09-08,CHONG_CHOM_CHECKPOINT,110.1782806986712,51,13,0
2024-09-08,ARANYAPRATHET_POIPET,120.88381635511786,46,7,0
2024-09-08,PHANOM_DONG_RAK_RIDGE,94.17057783116978,57,12,0
2024-09-08,BAN_KRUAT,100.1620118502967,48,10,0
2024-09-08,KANTHARALAK,95.8137186192702,40,4,0
2024-09-08,SAMRAONG,117.0099039253094,56,9,0
2024-09-15,PREAH_VIHEAR_TEMPLE,90.38063991285708,57,8,1
2024-09-15,TA_MUEN_THOM_TEMPLE,129.69420614244686,39,15,0
2024-09-15,TA_KRABEY_TEMPLE,63.58211193053785,49,8,0
2024-09-15,OSMACH_CHECKPOINT,109.71698838805024,48,12,0
2024-09-15,CHONG_CHOM_CHECKPOINT,83.68566690761602,38,9,0
2024-09-15,ARANYAPRATHET_POIPET,67.83263540060517,53,8,0
2024-09-15,PHANOM_DONG_RAK_RIDGE,92.14045746310094,66,9,0
2024-09-15,BAN_KRUAT,103.61564088078737,50,11,0
2024-09-15,KANTHARALAK,115.68010222811546,43,11,0
2024-09-15,SAMRAONG,110.42579438042284,62,11,0
2024-09-22,PREAH_VIHEAR_TEMPLE,128.47067342490135,56,4,0
2024-09-22,TA_MUEN_THOM_TEMPLE,119.65603264070228,55,9,0
2024-09-22,TA_KRABEY_TEMPLE,111.12704141074161,49,10,0
2024-09-22,OSMACH_CHECKPOINT,96.21887006938547,64,15,0
2024-09-22,CHONG_CHOM_CHECKPOINT,86.30849334776272,61,9,0
2024-09-22,ARANYAPRATHET_POIPET,122.71837207328807,70,12,0
2024-09-22,PHANOM_DONG_RAK_RIDGE,109.48478735436154,52,17,0
2024-09-22,BAN_KRUAT,126.24935778267103,42,14,0
2024-09-22,KANTHARALAK,92.39494681168821,53,14,0
2024-09-22,SAMRAONG,107.79110730739598,52,7,0
2024-09-29,PREAH_VIHEAR_TEMPLE,98.1636471946597,51,5,0
2024-09-29,TA_MUEN_THOM_TEMPLE,107.76883156946035,35,14,0
2024-09-29,TA_KRABEY_TEMPLE,90.36725340047659,47,10,0
2024-09-29,OSMACH_CHECKPOINT,103.7818342108259,52,13,0
2024-09-29,CHONG_CHOM_CHECKPOINT,89.3260887231787,56,6,0
